index,RAMA,Hombres,Mujeres,Total,Dist_%,Dist_H_%,Dist_M_%,Total_miles,Hombres_miles,Mujeres_miles,n_muestra,poblacion_estimada,Ciudad,Año
0,Comercio y reparación de vehículos,2134788.1141214636,1835565.5055191682,3970353.6196406316,18.02755332002956,16.37841051294098,20.41865804152925,3970.3536196406317,2134.7881141214634,1835.5655055191683,77235,3970353.6196406316,Todas (Panorama Nacional),2022
1,"Agricultura, ganadería, caza, silvicultura y pesca",2697837.425690668,526298.3890198993,3224135.8147105677,14.639320795806752,20.698208202888463,5.85449377910683,3224.1358147105675,2697.837425690668,526.2983890198993,33088,3224135.8147105672,Todas (Panorama Nacional),2022
2,"Administración pública y defensa, educación y atención de la salud humana",1014572.104929038,1650830.8233978949,2665402.9283269327,12.10237122761018,7.7839474182874095,18.363686812606524,2665.402928326933,1014.572104929038,1650.8308233978948,56478,2665402.9283269327,Todas (Panorama Nacional),2022
3,Industrias manufactureras,1365739.1194734736,977812.4936840043,2343551.613157478,10.640992141214303,10.478152751719126,10.877094212784097,2343.551613157478,1365.7391194734737,977.8124936840043,34756,2343551.6131574777,Todas (Panorama Nacional),2022
4,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",609580.911217499,1241816.0081686222,1851396.919386121,8.406343585031285,4.676795012455632,13.813844477383702,1851.396919386121,609.580911217499,1241.8160081686221,35925,1851396.919386121,Todas (Panorama Nacional),2022
5,"Actividades profesionales, científicas, técnicas y de servicios administrativos",781480.7688087081,952110.6313814061,1733591.400190114,7.8714427973044705,5.995636173375046,10.591189113887182,1733.591400190114,781.480768808708,952.110631381406,30060,1733591.4001901143,Todas (Panorama Nacional),2022
6,Transporte y almacenamiento,1450462.947035423,144668.33482684792,1595131.281862271,7.242758955768281,11.128166501963511,1.6092769500107698,1595.131281862271,1450.462947035423,144.6683348268479,31597,1595131.2818622708,Todas (Panorama Nacional),2022
7,Construcción,1437171.6129119557,109482.18654946891,1546653.7994614246,7.0226449602594485,11.026193418499725,1.2178695459632967,1546.6537994614246,1437.1716129119557,109.4821865494689,28922,1546653.7994614246,Todas (Panorama Nacional),2022
8,Alojamiento y servicios de comida,505141.8783224532,977521.1872420921,1482663.0655645453,6.732092410580452,3.875523287634571,10.873853747322737,1482.6630655645454,505.1418783224532,977.5211872420921,30032,1482663.0655645453,Todas (Panorama Nacional),2022
9,"Suministro de electricidad, gas, agua y gestión de desechos^",462772.4294770223,125046.92796079241,587819.3574378147,2.669017882017995,3.5504586023821423,1.3910102655001648,587.8193574378147,462.77242947702234,125.04692796079242,9525,587819.3574378147,Todas (Panorama Nacional),2022
10,Actividades financieras y de seguros,183060.15379852767,235948.44146320142,419008.5952617291,1.9025256982815586,1.4044646059444037,2.6246682709949085,419.0085952617291,183.06015379852767,235.94844146320142,5995,419008.5952617291,Todas (Panorama Nacional),2022
11,Información y comunicaciones,255916.15070159268,126900.96521634508,382817.1159179378,1.7381968031490387,1.9634266020856574,1.411634401551729,382.81711591793777,255.91615070159267,126.90096521634509,5273,382817.1159179378,Todas (Panorama Nacional),2022
12,Actividades inmobiliarias,135635.66554211325,85646.20970048307,221281.87524259632,1.004739422946691,1.04061690982335,0.9527203813587938,221.28187524259633,135.63566554211326,85.64620970048307,3476,221281.87524259632,Todas (Panorama Nacional),2022
0,Comercio y reparación de vehículos,16564.471157898915,11313.847775175,27878.318933073915,24.871786558745903,26.859839486296966,22.440054700788032,27.878318933073913,16.564471157898915,11.313847775174999,2163,27878.318933073915,Armenia,2022
1,"Administración pública y defensa, educación y atención de la salud humana",8577.397668683916,13005.334446529667,21582.732115213585,19.255146187718648,13.908534863253116,25.79497463475943,21.582732115213584,8.577397668683917,13.005334446529666,1641,21582.732115213585,Armenia,2022
2,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",3869.220505777,8328.360386716167,12197.580892493168,10.882134938603224,6.27406940623641,16.518594412756823,12.197580892493168,3.869220505777,8.328360386716167,954,12197.580892493166,Armenia,2022
3,Construcción,10557.057132888332,1365.7100118735834,11922.767144761916,10.636958430888054,17.11861835696629,2.708769640608237,11.922767144761917,10.557057132888332,1.3657100118735834,896,11922.767144761916,Armenia,2022
4,Industrias manufactureras,7618.124996287167,4291.71104467825,11909.836040965416,10.625421879693285,12.353042402397756,8.512243802137105,11.909836040965416,7.618124996287167,4.29171104467825,902,11909.836040965416,Armenia,2022
5,"Actividades profesionales, científicas, técnicas y de servicios administrativos",5252.36371122775,5604.52833683325,10856.892048061,9.686032445462981,8.516881997766301,11.116105232263424,10.856892048060999,5.25236371122775,5.60452833683325,835,10856.892048061,Armenia,2022
6,Alojamiento y servicios de comida,3195.8354740375835,5891.744241029916,9087.579715067499,8.107531288072034,5.182153238639911,11.685773547516126,9.087579715067498,3.1958354740375836,5.891744241029916,713,9087.5797150675,Armenia,2022
7,Transporte y almacenamiento,6035.559683609833,616.8573225853333,6652.417006195166,5.934988270815867,9.786860248443237,1.2234840291708289,6.652417006195166,6.035559683609833,0.6168573225853333,506,6652.417006195166,Armenia,2022
0,Comercio y reparación de vehículos,115685.61232239833,89859.80034676334,205545.41266916168,23.67052940367059,22.971329872911348,24.63590753250735,205.5454126691617,115.68561232239833,89.85980034676334,3110,205545.41266916165,Barranquilla A.M.,2022
1,"Administración pública y defensa, educación y atención de la salud humana",38352.5658223625,65916.85105056,104269.4168729225,12.00762530257331,7.615548928615204,18.071723296168532,104.2694168729225,38.3525658223625,65.91685105056,1592,104269.4168729225,Barranquilla A.M.,2022
2,Industrias manufactureras,65634.96004787584,33623.511705846664,99258.4717537225,11.430566820732528,13.032928539577753,9.218201265826128,99.25847175372249,65.63496004787584,33.62351170584667,1483,99258.4717537225,Barranquilla A.M.,2022
3,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",28354.14343076333,66352.793063145,94706.93649390833,10.906413798778763,5.630193495425704,18.191240889910503,94.70693649390833,28.354143430763333,66.352793063145,1459,94706.93649390833,Barranquilla A.M.,2022
4,Transporte y almacenamiento,82874.55187129,4542.94729599,87417.49916728,10.066965044678414,16.456140317602095,1.2454916333796993,87.41749916728,82.87455187129,4.54294729599,1277,87417.49916728,Barranquilla A.M.,2022
5,"Actividades profesionales, científicas, técnicas y de servicios administrativos",38124.772676663335,39625.15822484917,77749.9309015125,8.953651660909696,7.570316756804063,10.863608980002804,77.7499309015125,38.12477267666333,39.625158224849166,1201,77749.9309015125,Barranquilla A.M.,2022
