Nivel,Hombres,Mujeres,Brecha_%,n_hombres,n_mujeres,Ciudad,Año
4. Media,1400000.0,1300000.0,-7.142857142857142,2381,1842,Bogotá D.C.,2024
5. Técnica/Tecno.,1800000.0,1500000.0,-16.666666666666664,835,986,Bogotá D.C.,2024
6. Universitaria,2635000.0,2400000.0,-8.918406072106261,1527,1668,Bogotá D.C.,2024
7. Posgrado,6000000.0,5000000.0,-16.666666666666664,678,810,Bogotá D.C.,2024
1. Sin educación,800000.0,500000.0,-37.5,60,36,Bucaramanga A.M.,2024
2. Primaria,1300000.0,800000.0,-38.46153846153847,993,678,Bucaramanga A.M.,2024
3. Secundaria,1300000.0,900000.0,-30.76923076923077,534,355,Bucaramanga A.M.,2024
4. Media,1300000.0,1300000.0,0.0,2310,1828,Bucaramanga A.M.,2024
5. Técnica/Tecno.,1500000.0,1300000.0,-13.333333333333334,664,752,Bucaramanga A.M.,2024
6. Universitaria,2320000.0,2000000.0,-13.793103448275861,1104,1257,Bucaramanga A.M.,2024
7. Posgrado,4600000.0,3900000.0,-15.217391304347828,367,456,Bucaramanga A.M.,2024
1. Sin educación,640000.0,600000.0,-6.25,73,46,Cali A.M.,2024
2. Primaria,1200000.0,800000.0,-33.33333333333333,859,669,Cali A.M.,2024
3. Secundaria,1300000.0,890000.0,-31.538461538461537,853,546,Cali A.M.,2024
4. Media,1300000.0,1300000.0,0.0,2629,2147,Cali A.M.,2024
5. Técnica/Tecno.,1500000.0,1300000.0,-13.333333333333334,976,1045,Cali A.M.,2024
6. Universitaria,2500000.0,2000000.0,-20.0,962,1047,Cali A.M.,2024
7. Posgrado,5400000.0,4500000.0,-16.666666666666664,301,417,Cali A.M.,2024
1. Sin educación,600000.0,400000.0,-33.33333333333333,114,63,Cartagena,2024
2. Primaria,800000.0,500000.0,-37.5,738,482,Cartagena,2024
3. Secundaria,900000.0,600000.0,-33.33333333333333,781,491,Cartagena,2024
4. Media,1300000.0,800000.0,-38.46153846153847,2284,1497,Cartagena,2024
5. Técnica/Tecno.,1400000.0,1300000.0,-7.142857142857142,1078,1069,Cartagena,2024
6. Universitaria,2200000.0,2000000.0,-9.090909090909092,739,861,Cartagena,2024
7. Posgrado,5300000.0,4200000.0,-20.754716981132077,181,184,Cartagena,2024
1. Sin educación,800000.0,540000.0,-32.5,134,60,Cúcuta A.M.,2024
2. Primaria,1000000.0,600000.0,-40.0,1152,673,Cúcuta A.M.,2024
3. Secundaria,1000000.0,700000.0,-30.0,823,514,Cúcuta A.M.,2024
4. Media,1300000.0,1000000.0,-23.076923076923077,2158,1693,Cúcuta A.M.,2024
5. Técnica/Tecno.,1462000.0,1300000.0,-11.080711354309166,518,696,Cúcuta A.M.,2024
6. Universitaria,2000000.0,1700000.0,-15.0,664,831,Cúcuta A.M.,2024
7. Posgrado,4089000.0,4200000.0,2.714600146735143,192,270,Cúcuta A.M.,2024
1. Sin educación,700000.0,600000.0,-14.285714285714285,95,62,Florencia,2024
2. Primaria,900000.0,600000.0,-33.33333333333333,872,618,Florencia,2024
3. Secundaria,1200000.0,700000.0,-41.66666666666667,500,371,Florencia,2024
4. Media,1300000.0,1000000.0,-23.076923076923077,1357,1169,Florencia,2024
5. Técnica/Tecno.,1536000.0,1400000.0,-8.854166666666668,360,510,Florencia,2024
6. Universitaria,2000000.0,1800000.0,-10.0,573,730,Florencia,2024
7. Posgrado,5000000.0,4000000.0,-20.0,294,342,Florencia,2024
2. Primaria,1200000.0,800000.0,-33.33333333333333,793,549,Ibagué,2024
3. Secundaria,1270000.0,700000.0,-44.881889763779526,492,313,Ibagué,2024
4. Media,1300000.0,1300000.0,0.0,1830,1392,Ibagué,2024
5. Técnica/Tecno.,1500000.0,1300000.0,-13.333333333333334,399,481,Ibagué,2024
6. Universitaria,2500000.0,2000000.0,-20.0,886,1007,Ibagué,2024
7. Posgrado,4500000.0,4000000.0,-11.11111111111111,196,227,Ibagué,2024
2. Primaria,1000000.0,1000000.0,0.0,281,81,Inírida,2024
3. Secundaria,1200000.0,1120000.0,-6.666666666666667,292,96,Inírida,2024
4. Media,1300000.0,1300000.0,0.0,375,184,Inírida,2024
5. Técnica/Tecno.,2000000.0,1850000.0,-7.5,155,120,Inírida,2024
6. Universitaria,3500000.0,3800000.0,8.571428571428571,81,77,Inírida,2024
2. Primaria,950000.0,700000.0,-26.31578947368421,225,135,Leticia,2024
3. Secundaria,1000000.0,700000.0,-30.0,124,72,Leticia,2024
4. Media,1300000.0,1200000.0,-7.6923076923076925,493,280,Leticia,2024
5. Técnica/Tecno.,2000000.0,1900000.0,-5.0,93,127,Leticia,2024
6. Universitaria,3000000.0,3000000.0,0.0,86,85,Leticia,2024
2. Primaria,1300000.0,800000.0,-38.46153846153847,873,509,Manizales A.M.,2024
3. Secundaria,1300000.0,1040000.0,-20.0,676,417,Manizales A.M.,2024
4. Media,1300000.0,1300000.0,0.0,2473,1737,Manizales A.M.,2024
5. Técnica/Tecno.,1500000.0,1300000.0,-13.333333333333334,1086,1317,Manizales A.M.,2024
6. Universitaria,2000000.0,2000000.0,0.0,1192,1322,Manizales A.M.,2024
7. Posgrado,5100000.0,4000000.0,-21.568627450980394,520,643,Manizales A.M.,2024
1. Sin educación,1000000.0,566500.0,-43.35,74,48,Medellín A.M.,2024
2. Primaria,1300000.0,960000.0,-26.153846153846157,1009,687,Medellín A.M.,2024
3. Secundaria,1300000.0,1100000.0,-15.384615384615385,996,573,Medellín A.M.,2024
4. Media,1400000.0,1300000.0,-7.142857142857142,3068,2315,Medellín A.M.,2024
5. Técnica/Tecno.,1800000.0,1480000.0,-17.77777777777778,1272,1681,Medellín A.M.,2024
6. Universitaria,2800000.0,2600000.0,-7.142857142857142,1281,1440,Medellín A.M.,2024
7. Posgrado,6000000.0,5000000.0,-16.666666666666664,507,579,Medellín A.M.,2024
2. Primaria,1000000.0,600000.0,-40.0,100,109,Mitú,2024
3. Secundaria,800000.0,700000.0,-12.5,153,82,Mitú,2024
4. Media,1200000.0,1300000.0,8.333333333333332,357,297,Mitú,2024
5. Técnica/Tecno.,2000000.0,2000000.0,0.0,257,196,Mitú,2024
6. Universitaria,3000000.0,3400000.0,13.333333333333334,244,218,Mitú,2024
7. Posgrado,4700000.0,4500000.0,-4.25531914893617,94,111,Mitú,2024
2. Primaria,900000.0,600000.0,-33.33333333333333,48,50,Mocoa,2024
4. Media,1200000.0,900000.0,-25.0,109,89,Mocoa,2024
5. Técnica/Tecno.,1500000.0,1300000.0,-13.333333333333334,57,64,Mocoa,2024
6. Universitaria,2500000.0,2400000.0,-4.0,81,79,Mocoa,2024
1. Sin educación,700000.0,400000.0,-42.857142857142854,110,68,Montería,2024
2. Primaria,800000.0,410000.0,-48.75,658,406,Montería,2024
3. Secundaria,830000.0,600000.0,-27.710843373493976,523,304,Montería,2024
4. Media,1200000.0,970000.0,-19.166666666666668,2026,1750,Montería,2024
5. Técnica/Tecno.,1300000.0,1300000.0,0.0,232,240,Montería,2024
6. Universitaria,2000000.0,2000000.0,0.0,715,737,Montería,2024
7. Posgrado,4800000.0,4300000.0,-10.416666666666668,261,255,Montería,2024
1. Sin educación,500000.0,300000.0,-40.0,35,60,Pasto,2024
2. Primaria,800000.0,500000.0,-37.5,916,1000,Pasto,2024
3. Secundaria,800000.0,500000.0,-37.5,493,319,Pasto,2024
4. Media,1200000.0,850000.0,-29.166666666666668,1907,1804,Pasto,2024
5. Técnica/Tecno.,1400000.0,1300000.0,-7.142857142857142,487,520,Pasto,2024
6. Universitaria,1600000.0,1600000.0,0.0,1243,1291,Pasto,2024
7. Posgrado,4000000.0,3612000.0,-9.700000000000001,669,737,Pasto,2024
1. Sin educación,900000.0,500000.0,-44.44444444444444,99,35,Pereira A.M.,2024
2. Primaria,1300000.0,800000.0,-38.46153846153847,966,553,Pereira A.M.,2024
3. Secundaria,1300000.0,1160000.0,-10.76923076923077,803,418,Pereira A.M.,2024
4. Media,1300000.0,1300000.0,0.0,2657,1946,Pereira A.M.,2024
5. Técnica/Tecno.,1680000.0,1400000.0,-16.666666666666664,1149,981,Pereira A.M.,2024
6. Universitaria,2200000.0,2400000.0,9.090909090909092,1067,1390,Pereira A.M.,2024
7. Posgrado,4900000.0,4000000.0,-18.367346938775512,339,388,Pereira A.M.,2024
1. Sin educación,500000.0,300000.0,-40.0,31,34,Popayán,2024
2. Primaria,700000.0,500000.0,-28.57142857142857,670,643,Popayán,2024
3. Secundaria,800000.0,600000.0,-25.0,451,332,Popayán,2024
4. Media,1100000.0,800000.0,-27.27272727272727,1428,1126,Popayán,2024
5. Técnica/Tecno.,1300000.0,1300000.0,0.0,686,844,Popayán,2024
6. Universitaria,2000000.0,1800000.0,-10.0,864,920,Popayán,2024
7. Posgrado,4000000.0,3900000.0,-2.5,417,536,Popayán,2024
2. Primaria,800000.0,600000.0,-25.0,132,80,Puerto Carreño,2024
3. Secundaria,840000.0,800000.0,-4.761904761904762,130,89,Puerto Carreño,2024
4. Media,1200000.0,1000000.0,-16.666666666666664,213,168,Puerto Carreño,2024
5. Técnica/Tecno.,1800000.0,1350000.0,-25.0,112,116,Puerto Carreño,2024
6. Universitaria,2400000.0,1700000.0,-29.166666666666668,72,120,Puerto Carreño,2024
7. Posgrado,4500000.0,4000000.0,-11.11111111111111,41,56,Puerto Carreño,2024
1. Sin educación,600000.0,300000.0,-50.0,91,117,Quibdó,2024
2. Primaria,800000.0,450000.0,-43.75,485,354,Quibdó,2024
3. Secundaria,850000.0,600000.0,-29.411764705882355,345,233,Quibdó,2024
4. Media,1200000.0,700000.0,-41.66666666666667,1139,844,Quibdó,2024
5. Técnica/Tecno.,1300000.0,1300000.0,0.0,317,521,Quibdó,2024
6. Universitaria,1600000.0,1900000.0,18.75,905,1166,Quibdó,2024
7. Posgrado,3500000.0,3200000.0,-8.571428571428571,184,317,Quibdó,2024
1. Sin educación,500000.0,200000.0,-60.0,146,118,Riohacha,2024
2. Primaria,700000.0,400000.0,-42.857142857142854,554,331,Riohacha,2024
3. Secundaria,800000.0,480000.0,-40.0,488,311,Riohacha,2024
4. Media,1000000.0,600000.0,-40.0,1201,779,Riohacha,2024
5. Técnica/Tecno.,1300000.0,1300000.0,0.0,467,643,Riohacha,2024
6. Universitaria,1500000.0,1600000.0,6.666666666666667,530,766,Riohacha,2024
7. Posgrado,4500000.0,3500000.0,-22.22222222222222,180,249,Riohacha,2024
2. Primaria,1400000.0,1300000.0,-7.142857142857142,158,103,San Andrés,2024
3. Secundaria,1400000.0,1300000.0,-7.142857142857142,300,191,San Andrés,2024
4. Media,1500000.0,1400000.0,-6.666666666666667,832,636,San Andrés,2024
5. Técnica/Tecno.,1600000.0,1550000.0,-3.125,358,476,San Andrés,2024
6. Universitaria,2800000.0,2600000.0,-7.142857142857142,181,282,San Andrés,2024
7. Posgrado,4300000.0,5000000.0,16.27906976744186,31,58,San Andrés,2024
2. Primaria,800000.0,456000.0,-43.0,237,162,San José del Guaviare,2024
3. Secundaria,1200000.0,600000.0,-50.0,167,98,San José del Guaviare,2024
4. Media,1350000.0,900000.0,-33.33333333333333,320,244,San José del Guaviare,2024
5. Técnica/Tecno.,1500000.0,1300000.0,-13.333333333333334,163,239,San José del Guaviare,2024
6. Universitaria,2400000.0,1832000.0,-23.666666666666668,124,158,San José del Guaviare,2024
7. Posgrado,4000000.0,4000000.0,0.0,64,89,San José del Guaviare,2024
1. Sin educación,850000.0,600000.0,-29.411764705882355,67,31,Santa Marta,2024
2. Primaria,900000.0,700000.0,-22.22222222222222,789,379,Santa Marta,2024
3. Secundaria,1000000.0,700000.0,-30.0,628,351,Santa Marta,2024
4. Media,1300000.0,1000000.0,-23.076923076923077,2362,1410,Santa Marta,2024
5. Técnica/Tecno.,1460000.0,1300000.0,-10.95890410958904,627,710,Santa Marta,2024
6. Universitaria,2300000.0,2000000.0,-13.043478260869565,778,827,Santa Marta,2024
7. Posgrado,4000000.0,3900000.0,-2.5,114,142,Santa Marta,2024
1. Sin educación,400000.0,200000.0,-50.0,233,118,Sincelejo,2024
2. Primaria,700000.0,340000.0,-51.42857142857142,936,481,Sincelejo,2024
3. Secundaria,750000.0,460000.0,-38.666666666666664,618,298,Sincelejo,2024
4. Media,900000.0,576000.0,-36.0,1853,1139,Sincelejo,2024
5. Técnica/Tecno.,1300000.0,1300000.0,0.0,548,818,Sincelejo,2024
6. Universitaria,1800000.0,1600000.0,-11.11111111111111,693,736,Sincelejo,2024
7. Posgrado,4500000.0,4000000.0,-11.11111111111111,238,300,Sincelejo,2024
2. Primaria,1200000.0,600000.0,-50.0,469,390,Tunja,2024
3. Secundaria,1200000.0,700000.0,-41.66666666666667,342,219,Tunja,2024
4. Media,1300000.0,1160000.0,-10.76923076923077,1250,1023,Tunja,2024
5. Técnica/Tecno.,1400000.0,1300000.0,-7.142857142857142,500,788,Tunja,2024
6. Universitaria,2000000.0,1700000.0,-15.0,893,1056,Tunja,2024
7. Posgrado,4000000.0,3800000.0,-5.0,632,855,Tunja,2024
1. Sin educación,600000.0,500000.0,-16.666666666666664,93,46,Valledupar,2024
2. Primaria,800000.0,500000.0,-37.5,639,315,Valledupar,2024
3. Secundaria,800000.0,600000.0,-25.0,431,233,Valledupar,2024
4. Media,1200000.0,800000.0,-33.33333333333333,1670,1135,Valledupar,2024
5. Técnica/Tecno.,1300000.0,1300000.0,0.0,532,684,Valledupar,2024
6. Universitaria,2000000.0,1900000.0,-5.0,533,646,Valledupar,2024
7. Posgrado,4500000.0,4000000.0,-11.11111111111111,108,139,Valledupar,2024
1. Sin educación,650000.0,500000.0,-23.076923076923077,59,42,Villavicencio,2024
2. Primaria,1200000.0,700000.0,-41.66666666666667,811,547,Villavicencio,2024
3. Secundaria,1300000.0,800000.0,-38.46153846153847,540,382,Villavicencio,2024
4. Media,1300000.0,1200000.0,-7.6923076923076925,2273,1924,Villavicencio,2024
5. Técnica/Tecno.,1600000.0,1300000.0,-18.75,411,541,Villavicencio,2024
6. Universitaria,2500000.0,2000000.0,-20.0,878,1032,Villavicencio,2024
7. Posgrado,5000000.0,4000000.0,-20.0,323,349,Villavicencio,2024
2. Primaria,1300000.0,950000.0,-26.923076923076923,213,145,Yopal,2024
3. Secundaria,1300000.0,1000000.0,-23.076923076923077,162,119,Yopal,2024
4. Media,1400000.0,1200000.0,-14.285714285714285,419,352,Yopal,2024
5. Técnica/Tecno.,1600000.0,1400000.0,-12.5,190,253,Yopal,2024
6. Universitaria,2500000.0,2200000.0,-12.0,212,254,Yopal,2024
7. Posgrado,5000000.0,4200000.0,-16.0,92,108,Yopal,2024
