index,Rama,ICE,Ocupados_M,n_muestra,poblacion_estimada,Ciudad,Año
12,Actividades financieras y de seguros,90.17186074962407,0.4216512306258427,5697,421651.23062584264,Todas (Panorama Nacional),2024
10,Información y comunicaciones,89.91021559475472,0.40599893380385316,4826,405998.9338038532,Todas (Panorama Nacional),2024
8,"Administración pública y defensa, educación y atención de la salud humana",89.3055304829889,2.7709697544083474,53295,2770969.754408348,Todas (Panorama Nacional),2024
6,Actividades inmobiliarias,86.62745479905203,0.3049419582534819,3984,304941.9582534819,Todas (Panorama Nacional),2024
4,"Actividades profesionales, científicas, técnicas y de servicios administrativos",73.91855990653063,1.7972300760838102,27760,1797230.0760838103,Todas (Panorama Nacional),2024
0,Industrias manufactureras,71.75099401770788,2.467220035673975,31778,2467220.035673975,Todas (Panorama Nacional),2024
11,"Suministro de electricidad, gas, agua y gestión de desechos^",70.4207271814514,0.6022293649426173,8377,602229.3649426172,Todas (Panorama Nacional),2024
1,Construcción,63.50876900582604,1.5427047657901138,24642,1542704.7657901137,Todas (Panorama Nacional),2024
2,Comercio y reparación de vehículos,60.35418477647047,4.055550896925032,69068,4055550.896925032,Todas (Panorama Nacional),2024
7,Transporte y almacenamiento,57.68877472771625,1.7082159729935293,28786,1708215.9729935292,Todas (Panorama Nacional),2024
3,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",55.84627798246014,1.983963725253371,33634,1983963.725253371,Todas (Panorama Nacional),2024
9,Alojamiento y servicios de comida,52.427334814499226,1.6913384268758902,29974,1691338.4268758902,Todas (Panorama Nacional),2024
5,"Agricultura, ganadería, caza, silvicultura y pesca",50.04297528240003,3.28343230574605,31833,3283432.30574605,Todas (Panorama Nacional),2024
5,"Administración pública y defensa, educación y atención de la salud humana",87.07047627499549,0.005481535139608833,318,5481.535139608834,Arauca,2024
4,Comercio y reparación de vehículos,48.08914310405632,0.00674772070710925,371,6747.72070710925,Arauca,2024
3,"Administración pública y defensa, educación y atención de la salud humana",91.8246548644668,0.022367572692584412,1601,22367.572692584417,Armenia,2024
10,Industrias manufactureras,77.66960067726319,0.012786637176125416,888,12786.637176125416,Armenia,2024
8,"Actividades profesionales, científicas, técnicas y de servicios administrativos",68.80187883489283,0.013246734250056583,936,13246.734250056583,Armenia,2024
7,Comercio y reparación de vehículos,66.30115074779226,0.03066571102640075,2166,30665.71102640075,Armenia,2024
