index,Rama,ICF,Cotiza_pension_%,Ingreso_SML_%,Afiliado_salud_%,n_muestra,poblacion_estimada,CV_%,Clasificacion_Precision,Ciudad,Año
3,Actividades inmobiliarias,88.6,84.4,82.4,98.9,268,84577.98285743334,4.2,✅ Precisión alta,Bogotá D.C.,2023
12,"Agricultura, ganadería, caza, silvicultura y pesca",82.5,78.1,71.9,97.6,70,20875.53825449167,10.0,⚠️  Precisión aceptable,Bogotá D.C.,2023
6,"Actividades profesionales, científicas, técnicas y de servicios administrativos",82.1,75.7,73.6,96.9,1785,568212.088762625,2.1,✅ Precisión alta,Bogotá D.C.,2023
0,Industrias manufactureras,74.2,62.2,67.4,93.0,1506,462254.4217332333,3.2,✅ Precisión alta,Bogotá D.C.,2023
9,Construcción,71.9,57.1,67.7,90.9,669,212022.48356599166,5.3,✅ Precisión alta,Bogotá D.C.,2023
8,"Suministro de electricidad, gas, agua y gestión de desechos^",71.9,61.8,58.3,95.7,247,80853.09532880834,7.9,⚠️  Precisión aceptable,Bogotá D.C.,2023
2,Transporte y almacenamiento,70.4,53.5,67.7,90.1,1036,323765.5650022,4.6,✅ Precisión alta,Bogotá D.C.,2023
1,Comercio y reparación de vehículos,68.3,51.1,61.4,92.2,2353,739578.0510029333,3.2,✅ Precisión alta,Bogotá D.C.,2023
5,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",63.4,43.5,56.8,90.0,1028,317132.8207486917,5.6,✅ Precisión alta,Bogotá D.C.,2023
4,Alojamiento y servicios de comida,57.8,35.6,52.0,85.9,743,224274.74287301666,7.8,⚠️  Precisión aceptable,Bogotá D.C.,2023
1,"Administración pública y defensa, educación y atención de la salud humana",92.8,88.6,90.6,99.2,1835,87521.95229960083,1.3,✅ Precisión alta,Bucaramanga A.M.,2023
9,Actividades financieras y de seguros,92.6,88.2,91.9,97.8,289,13316.75953063,3.4,✅ Precisión alta,Bucaramanga A.M.,2023
11,Actividades inmobiliarias,90.4,81.7,90.1,99.4,211,11094.560876710833,5.2,✅ Precisión alta,Bucaramanga A.M.,2023
10,Información y comunicaciones,89.6,82.8,88.8,97.4,242,10871.0930986825,4.6,✅ Precisión alta,Bucaramanga A.M.,2023
6,"Agricultura, ganadería, caza, silvicultura y pesca",84.3,72.9,81.2,98.9,177,9668.934248141666,7.2,⚠️  Precisión aceptable,Bucaramanga A.M.,2023
12,"Suministro de electricidad, gas, agua y gestión de desechos^",79.5,71.0,71.7,96.0,259,12387.167284031666,6.3,✅ Precisión alta,Bucaramanga A.M.,2023
2,"Actividades profesionales, científicas, técnicas y de servicios administrativos",73.7,57.0,68.2,95.9,1272,56508.62390948167,3.9,✅ Precisión alta,Bucaramanga A.M.,2023
8,Construcción,71.8,46.9,74.1,94.4,657,37129.821145823335,6.6,✅ Precisión alta,Bucaramanga A.M.,2023
4,Industrias manufactureras,69.7,49.0,64.7,95.4,1622,71691.02302137834,4.0,✅ Precisión alta,Bucaramanga A.M.,2023
3,Comercio y reparación de vehículos,66.4,42.6,61.9,94.6,2781,131471.28031486334,3.5,✅ Precisión alta,Bucaramanga A.M.,2023
0,Transporte y almacenamiento,61.9,34.0,58.5,93.2,1161,59333.6816129675,6.5,✅ Precisión alta,Bucaramanga A.M.,2023
5,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",57.8,28.3,52.4,92.6,1062,49856.55854471917,7.7,⚠️  Precisión aceptable,Bucaramanga A.M.,2023
7,Alojamiento y servicios de comida,52.8,23.8,44.5,90.1,927,43085.082882384166,9.3,⚠️  Precisión aceptable,Bucaramanga A.M.,2023
12,Actividades financieras y de seguros,91.5,86.6,89.3,98.5,297,23358.817114999918,3.6,✅ Precisión alta,Cali A.M.,2023
8,Información y comunicaciones,90.9,88.7,85.9,98.2,240,20771.01221604825,3.6,✅ Precisión alta,Cali A.M.,2023
7,"Administración pública y defensa, educación y atención de la salud humana",89.8,84.9,86.0,98.6,1970,152831.8747346495,1.5,✅ Precisión alta,Cali A.M.,2023
5,Actividades inmobiliarias,86.4,77.6,82.9,98.7,254,20774.473668250834,5.3,✅ Precisión alta,Cali A.M.,2023
10,"Agricultura, ganadería, caza, silvicultura y pesca",75.6,61.3,71.1,94.3,124,7913.851921785,11.3,⚠️  Precisión aceptable,Cali A.M.,2023
2,Industrias manufactureras,75.1,60.2,69.6,95.5,2367,170716.45813035333,2.6,✅ Precisión alta,Cali A.M.,2023
11,"Suministro de electricidad, gas, agua y gestión de desechos^",72.8,61.3,62.4,94.7,244,17920.437648702333,8.0,⚠️  Precisión aceptable,Cali A.M.,2023
4,"Actividades profesionales, científicas, técnicas y de servicios administrativos",70.6,52.7,62.8,96.4,1147,90656.977160914,4.4,✅ Precisión alta,Cali A.M.,2023
1,Comercio y reparación de vehículos,66.2,45.9,59.0,93.9,2990,230275.26473518976,3.1,✅ Precisión alta,Cali A.M.,2023
6,Construcción,62.3,36.3,59.7,90.9,948,75697.76103237826,6.8,✅ Precisión alta,Cali A.M.,2023
0,Transporte y almacenamiento,61.2,36.9,54.0,92.6,1203,85260.76006443825,6.0,✅ Precisión alta,Cali A.M.,2023
9,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",53.7,24.7,41.8,94.6,1593,124398.03430334391,6.9,✅ Precisión alta,Cali A.M.,2023
3,Alojamiento y servicios de comida,52.7,26.5,41.3,90.5,1095,87479.40086200234,8.0,⚠️  Precisión aceptable,Cali A.M.,2023
4,"Administración pública y defensa, educación y atención de la salud humana",88.2,87.8,77.0,99.8,1621,52497.186618867,1.5,✅ Precisión alta,Cartagena,2023
3,Actividades financieras y de seguros,83.1,78.0,71.5,99.7,193,6194.094318864167,6.0,✅ Precisión alta,Cartagena,2023
10,Actividades inmobiliarias,79.0,69.2,69.2,98.7,211,6796.150737685,7.3,⚠️  Precisión aceptable,Cartagena,2023
9,"Suministro de electricidad, gas, agua y gestión de desechos^",77.7,70.4,65.1,97.4,268,8613.035910035,6.3,✅ Precisión alta,Cartagena,2023
8,Industrias manufactureras,69.8,53.7,58.2,97.5,1024,32277.472682435,4.6,✅ Precisión alta,Cartagena,2023
7,"Actividades profesionales, científicas, técnicas y de servicios administrativos",64.5,45.7,49.5,98.3,1147,37171.823462017,5.1,✅ Precisión alta,Cartagena,2023
6,Alojamiento y servicios de comida,58.7,37.3,42.6,96.1,1436,44847.85145774417,5.4,✅ Precisión alta,Cartagena,2023
5,Comercio y reparación de vehículos,55.8,29.8,40.3,97.2,2630,83231.49205090167,4.7,✅ Precisión alta,Cartagena,2023
1,Transporte y almacenamiento,54.6,24.4,43.9,95.4,1881,59461.111956821,6.4,✅ Precisión alta,Cartagena,2023
2,Construcción,53.4,26.6,36.1,97.5,1154,35168.37011215583,7.7,⚠️  Precisión aceptable,Cartagena,2023
0,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",46.3,15.4,25.4,98.1,1541,47870.98632028242,9.4,⚠️  Precisión aceptable,Cartagena,2023
9,"Administración pública y defensa, educación y atención de la salud humana",91.2,86.9,88.1,98.6,1285,48576.486844018335,1.7,✅ Precisión alta,Cúcuta A.M.,2023
10,Actividades financieras y de seguros,79.5,65.0,79.2,94.2,143,5182.972020878334,9.7,⚠️  Precisión aceptable,Cúcuta A.M.,2023
5,"Suministro de electricidad, gas, agua y gestión de desechos^",69.2,60.3,60.7,86.6,302,11515.296895564166,7.4,⚠️  Precisión aceptable,Cúcuta A.M.,2023
0,Comercio y reparación de vehículos,57.4,30.2,51.6,90.3,2927,109560.67409098583,4.4,✅ Precisión alta,Cúcuta A.M.,2023
2,Industrias manufactureras,55.2,25.8,48.9,90.8,1487,57406.0861396675,7.0,✅ Precisión alta,Cúcuta A.M.,2023
3,"Actividades profesionales, científicas, técnicas y de servicios administrativos",53.6,27.4,41.1,92.2,897,33426.25414233417,8.6,⚠️  Precisión aceptable,Cúcuta A.M.,2023
6,Construcción,51.2,18.1,47.1,88.4,829,33437.9424371075,11.7,⚠️  Precisión aceptable,Cúcuta A.M.,2023
4,Transporte y almacenamiento,50.8,20.4,42.1,89.9,821,32441.657568229166,10.9,⚠️  Precisión aceptable,Cúcuta A.M.,2023
8,"Agricultura, ganadería, caza, silvicultura y pesca",47.9,11.5,40.1,92.1,118,5034.829977720833,40.4,❌ No confiable,Cúcuta A.M.,2023
1,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",47.4,18.2,37.8,86.3,998,35681.65146482916,10.6,⚠️  Precisión aceptable,Cúcuta A.M.,2023
7,Alojamiento y servicios de comida,43.8,14.5,30.6,86.4,927,33986.960633413335,12.6,⚠️  Precisión aceptable,Cúcuta A.M.,2023
1,"Administración pública y defensa, educación y atención de la salud humana",95.1,93.2,92.5,99.7,1542,12296.425805979334,1.1,✅ Precisión alta,Florencia,2023
3,"Actividades profesionales, científicas, técnicas y de servicios administrativos",59.4,37.4,43.6,97.3,720,5349.728682918417,7.6,⚠️  Precisión aceptable,Florencia,2023
2,Comercio y reparación de vehículos,56.9,30.3,44.8,95.7,1947,15546.051437997834,5.4,✅ Precisión alta,Florencia,2023
6,Construcción,52.8,22.2,42.5,93.6,602,5023.550297263583,12.1,⚠️  Precisión aceptable,Florencia,2023
4,Transporte y almacenamiento,49.4,21.5,31.0,95.9,659,5445.444075489917,11.8,⚠️  Precisión aceptable,Florencia,2023
0,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",46.6,15.8,27.3,96.5,918,6760.846413618333,12.0,⚠️  Precisión aceptable,Florencia,2023
5,Alojamiento y servicios de comida,44.7,10.5,27.6,95.8,687,5011.21121389975,17.6,⚠️⚠️ Precisión baja,Florencia,2023
1,"Administración pública y defensa, educación y atención de la salud humana",93.4,89.3,91.4,99.5,1539,24628.28407181075,1.4,✅ Precisión alta,Ibagué,2023
7,"Suministro de electricidad, gas, agua y gestión de desechos^",84.3,77.6,76.1,99.4,305,5339.04126701275,4.9,✅ Precisión alta,Ibagué,2023
8,Industrias manufactureras,65.4,42.6,57.2,96.6,645,10300.4466252895,7.2,⚠️  Precisión aceptable,Ibagué,2023
0,Comercio y reparación de vehículos,63.6,40.6,53.4,96.7,1886,30272.009156321583,4.4,✅ Precisión alta,Ibagué,2023
5,"Actividades profesionales, científicas, técnicas y de servicios administrativos",62.4,41.6,48.1,97.4,988,15479.880212868084,6.0,✅ Precisión alta,Ibagué,2023
2,Construcción,57.0,26.7,49.6,94.9,772,12593.00472767375,9.4,⚠️  Precisión aceptable,Ibagué,2023
6,Transporte y almacenamiento,56.3,30.6,41.6,96.8,686,11142.546320916917,9.1,⚠️  Precisión aceptable,Ibagué,2023
4,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",51.5,23.6,35.8,95.2,724,11302.949236952833,10.6,⚠️  Precisión aceptable,Ibagué,2023
3,Alojamiento y servicios de comida,47.3,16.4,31.1,94.3,706,11097.174383940583,13.4,⚠️  Precisión aceptable,Ibagué,2023
0,"Administración pública y defensa, educación y atención de la salud humana",95.2,93.3,92.6,99.7,2233,36263.579061485914,0.9,✅ Precisión alta,Manizales A.M.,2023
1,Información y comunicaciones,93.0,89.3,90.4,99.2,384,6424.183074019833,2.8,✅ Precisión alta,Manizales A.M.,2023
8,Industrias manufactureras,88.8,82.2,85.8,98.6,2072,32941.94583541125,1.6,✅ Precisión alta,Manizales A.M.,2023
7,"Actividades profesionales, científicas, técnicas y de servicios administrativos",83.3,74.9,76.6,98.6,1868,29854.12110435925,2.1,✅ Precisión alta,Manizales A.M.,2023
2,Transporte y almacenamiento,76.1,62.7,68.1,97.5,801,12720.30862363425,4.3,✅ Precisión alta,Manizales A.M.,2023
6,Construcción,75.7,56.2,75.2,95.6,975,16336.280431458334,4.5,✅ Precisión alta,Manizales A.M.,2023
5,Comercio y reparación de vehículos,68.7,50.0,60.6,95.4,2438,39147.433983960414,3.2,✅ Precisión alta,Manizales A.M.,2023
3,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",62.6,40.1,53.0,94.9,1269,19637.349505495833,5.4,✅ Precisión alta,Manizales A.M.,2023
4,Alojamiento y servicios de comida,56.5,27.0,48.0,94.7,924,15123.776538451,8.6,⚠️  Precisión aceptable,Manizales A.M.,2023
6,Actividades financieras y de seguros,95.6,95.0,92.1,99.7,414,56390.8709763,1.8,✅ Precisión alta,Medellín A.M.,2023
1,"Administración pública y defensa, educación y atención de la salud humana",91.4,87.7,87.6,98.9,1950,242507.43446503166,1.3,✅ Precisión alta,Medellín A.M.,2023
11,Información y comunicaciones,91.3,88.3,87.0,98.6,410,51710.639856303336,2.8,✅ Precisión alta,Medellín A.M.,2023
7,Actividades inmobiliarias,88.4,81.0,88.1,96.2,315,38584.712215663334,4.3,✅ Precisión alta,Medellín A.M.,2023
2,"Actividades profesionales, científicas, técnicas y de servicios administrativos",80.9,71.3,75.2,96.1,1809,217781.10478085416,2.4,✅ Precisión alta,Medellín A.M.,2023
0,Industrias manufactureras,80.3,70.3,75.7,94.9,2638,336966.416936615,2.0,✅ Precisión alta,Medellín A.M.,2023
12,"Agricultura, ganadería, caza, silvicultura y pesca",77.0,63.9,73.3,93.6,94,11622.832597489167,12.3,⚠️  Precisión aceptable,Medellín A.M.,2023
10,"Suministro de electricidad, gas, agua y gestión de desechos^",76.5,66.8,67.7,95.0,269,32746.868807364168,6.8,✅ Precisión alta,Medellín A.M.,2023
9,Construcción,73.6,56.2,74.0,90.7,1196,138927.29892043083,4.0,✅ Precisión alta,Medellín A.M.,2023
3,Comercio y reparación de vehículos,70.2,52.4,64.9,93.3,3344,399108.24718357,2.6,✅ Precisión alta,Medellín A.M.,2023
5,Transporte y almacenamiento,69.2,51.0,67.0,89.5,1289,154687.94305465667,4.3,✅ Precisión alta,Medellín A.M.,2023
8,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",61.6,39.2,53.5,92.1,1517,179179.04131682834,5.1,✅ Precisión alta,Medellín A.M.,2023
4,Alojamiento y servicios de comida,61.3,40.0,55.8,88.2,1122,134410.8499017125,5.8,✅ Precisión alta,Medellín A.M.,2023
3,"Administración pública y defensa, educación y atención de la salud humana",93.4,89.1,91.1,100.0,1482,31277.31613686992,1.4,✅ Precisión alta,Montería,2023
4,"Actividades profesionales, científicas, técnicas y de servicios administrativos",68.4,45.7,59.7,99.8,602,13530.073972286333,7.0,⚠️  Precisión aceptable,Montería,2023
1,Comercio y reparación de vehículos,59.6,35.3,45.8,97.6,1840,38807.410181533836,5.0,✅ Precisión alta,Montería,2023
5,Industrias manufactureras,58.4,33.2,44.1,98.0,533,10750.361629616333,9.7,⚠️  Precisión aceptable,Montería,2023
0,Construcción,51.7,22.3,35.6,97.2,563,11641.221347508,12.4,⚠️  Precisión aceptable,Montería,2023
6,Alojamiento y servicios de comida,43.1,11.1,21.1,97.1,729,14041.761638558084,16.6,⚠️⚠️ Precisión baja,Montería,2023
7,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",43.0,10.7,21.0,97.2,1144,22650.821333999418,13.5,⚠️  Precisión aceptable,Montería,2023
2,Transporte y almacenamiento,40.9,10.0,15.1,97.6,906,19175.188615640665,15.8,⚠️⚠️ Precisión baja,Montería,2023
6,"Administración pública y defensa, educación y atención de la salud humana",91.4,87.9,87.2,99.2,2271,31066.518725857084,1.2,✅ Precisión alta,Pasto,2023
7,Construcción,58.1,36.0,43.5,94.7,562,7913.5519542415,8.9,⚠️  Precisión aceptable,Pasto,2023
1,Comercio y reparación de vehículos,57.6,35.8,40.7,96.2,2918,38610.319832071415,3.9,✅ Precisión alta,Pasto,2023
3,"Actividades profesionales, científicas, técnicas y de servicios administrativos",57.6,34.0,43.1,95.7,1114,14924.349748106,6.6,✅ Precisión alta,Pasto,2023
2,Industrias manufactureras,53.6,26.9,38.0,95.9,843,11342.195389793333,9.0,⚠️  Precisión aceptable,Pasto,2023
0,Alojamiento y servicios de comida,50.0,23.5,32.8,93.6,866,11049.586654696333,9.7,⚠️  Precisión aceptable,Pasto,2023
4,Transporte y almacenamiento,47.5,20.4,27.3,94.9,1085,14754.588039659666,9.5,⚠️  Precisión aceptable,Pasto,2023
5,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",45.3,17.5,23.8,94.7,1193,15203.519051250083,9.9,⚠️  Precisión aceptable,Pasto,2023
5,"Administración pública y defensa, educación y atención de la salud humana",93.3,89.6,90.7,99.6,1862,40042.855690996665,1.2,✅ Precisión alta,Pereira A.M.,2023
9,Actividades financieras y de seguros,93.2,87.5,92.6,99.5,235,5066.764994237583,3.9,✅ Precisión alta,Pereira A.M.,2023
10,Información y comunicaciones,92.7,89.2,90.6,98.2,325,6880.184155723,3.1,✅ Precisión alta,Pereira A.M.,2023
0,Industrias manufactureras,80.7,67.7,77.1,97.3,1569,37183.2479477755,2.8,✅ Precisión alta,Pereira A.M.,2023
8,"Actividades profesionales, científicas, técnicas y de servicios administrativos",76.6,63.6,69.7,96.4,1510,32733.220247523415,3.1,✅ Precisión alta,Pereira A.M.,2023
3,Transporte y almacenamiento,71.1,52.1,67.4,93.7,838,20258.798276739668,5.2,✅ Precisión alta,Pereira A.M.,2023
7,Construcción,69.8,46.0,72.3,91.2,1080,24756.5988886555,5.2,✅ Precisión alta,Pereira A.M.,2023
1,Comercio y reparación de vehículos,68.6,48.2,62.1,95.6,2695,61614.51088520617,3.2,✅ Precisión alta,Pereira A.M.,2023
4,"Agricultura, ganadería, caza, silvicultura y pesca",67.1,44.5,59.2,97.5,231,5914.582893161083,11.6,⚠️  Precisión aceptable,Pereira A.M.,2023
6,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",56.0,27.4,45.9,94.8,1252,27085.521800351835,7.3,⚠️  Precisión aceptable,Pereira A.M.,2023
2,Alojamiento y servicios de comida,52.9,25.9,46.5,86.4,1024,23849.21644277175,8.4,⚠️  Precisión aceptable,Pereira A.M.,2023
2,"Administración pública y defensa, educación y atención de la salud humana",91.5,88.6,86.2,99.7,2238,28587.9845383145,1.2,✅ Precisión alta,Popayán,2023
5,"Actividades profesionales, científicas, técnicas y de servicios administrativos",59.3,37.6,44.9,95.5,887,10594.1473608045,6.8,✅ Precisión alta,Popayán,2023
1,Comercio y reparación de vehículos,53.2,29.1,36.9,93.6,2197,26351.88745601925,5.3,✅ Precisión alta,Popayán,2023
6,Industrias manufactureras,51.2,23.8,34.6,95.1,573,6975.290897534834,11.8,⚠️  Precisión aceptable,Popayán,2023
7,Construcción,50.0,21.0,35.4,93.6,730,9313.492039286333,11.4,⚠️  Precisión aceptable,Popayán,2023
3,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",47.9,19.5,29.2,94.8,1065,12527.902869106667,9.8,⚠️  Precisión aceptable,Popayán,2023
4,Transporte y almacenamiento,43.3,16.2,22.6,91.2,927,11512.425021936584,11.8,⚠️  Precisión aceptable,Popayán,2023
0,Alojamiento y servicios de comida,41.9,10.7,20.8,94.1,1080,12714.0106849535,13.9,⚠️  Precisión aceptable,Popayán,2023
1,"Administración pública y defensa, educación y atención de la salud humana",94.5,90.2,93.4,99.9,1805,8366.413372649416,1.2,✅ Precisión alta,Quibdó,2023
0,Comercio y reparación de vehículos,57.6,34.1,43.1,95.6,1471,6638.328785214,5.7,✅ Precisión alta,Quibdó,2023
3,"Administración pública y defensa, educación y atención de la salud humana",89.6,87.0,82.6,99.3,1522,10525.323049805,1.6,✅ Precisión alta,Riohacha,2023
1,Comercio y reparación de vehículos,48.1,18.8,33.3,92.3,1800,12571.152589629666,7.7,⚠️  Precisión aceptable,Riohacha,2023
2,Transporte y almacenamiento,43.6,9.1,27.4,94.4,1038,7346.425925796833,15.5,⚠️⚠️ Precisión baja,Riohacha,2023
4,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",42.7,14.4,21.7,92.1,1095,7415.150959939583,11.6,⚠️  Precisión aceptable,Riohacha,2023
0,Alojamiento y servicios de comida,39.5,8.3,21.0,89.3,781,5271.989287037167,18.8,⚠️⚠️ Precisión baja,Riohacha,2023
0,Alojamiento y servicios de comida,90.3,83.0,88.3,99.6,1127,5183.289546114416,2.1,✅ Precisión alta,San Andrés,2023
0,Comercio y reparación de vehículos,51.7,23.2,43.4,88.6,573,5372.4343489725,12.0,⚠️  Precisión aceptable,San José del Guaviare,2023
5,"Administración pública y defensa, educación y atención de la salud humana",89.3,85.0,83.7,99.4,1375,27708.39444979192,1.8,✅ Precisión alta,Santa Marta,2023
1,"Suministro de electricidad, gas, agua y gestión de desechos^",69.4,63.9,58.4,86.0,266,5487.95814203075,7.3,⚠️  Precisión aceptable,Santa Marta,2023
7,"Actividades profesionales, científicas, técnicas y de servicios administrativos",57.9,32.9,45.3,95.6,907,17991.492340322082,7.5,⚠️  Precisión aceptable,Santa Marta,2023
3,Industrias manufactureras,57.9,33.6,47.5,92.6,621,12498.825752673083,8.9,⚠️  Precisión aceptable,Santa Marta,2023
4,Comercio y reparación de vehículos,55.3,29.6,45.1,91.4,2296,46193.3648952385,5.1,✅ Precisión alta,Santa Marta,2023
8,Transporte y almacenamiento,53.8,24.1,44.8,92.5,1192,24925.944547229832,8.1,⚠️  Precisión aceptable,Santa Marta,2023
6,Construcción,50.4,19.7,40.7,90.6,840,17311.456888776167,11.0,⚠️  Precisión aceptable,Santa Marta,2023
0,Alojamiento y servicios de comida,49.9,24.8,36.2,88.6,1163,23298.688107326834,8.1,⚠️  Precisión aceptable,Santa Marta,2023
2,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",43.7,13.7,26.3,91.1,1182,23013.519390538833,11.5,⚠️  Precisión aceptable,Santa Marta,2023
3,"Administración pública y defensa, educación y atención de la salud humana",91.2,86.3,87.2,100.0,1670,18613.110562060585,1.5,✅ Precisión alta,Sincelejo,2023
2,Comercio y reparación de vehículos,55.1,28.9,37.7,98.8,2189,24558.70692465925,5.3,✅ Precisión alta,Sincelejo,2023
6,"Actividades profesionales, científicas, técnicas y de servicios administrativos",53.8,25.7,36.2,99.6,660,7209.78209785975,10.5,⚠️  Precisión aceptable,Sincelejo,2023
