index,Rama,ICF,Cotiza_pension_%,Ingreso_SML_%,Afiliado_salud_%,n_muestra,poblacion_estimada,CV_%,Clasificacion_Precision,Ciudad,Año
5,Industrias manufactureras,45.9,15.7,24.0,97.9,592,6370.623884143667,15.1,⚠️⚠️ Precisión baja,Sincelejo,2023
7,Construcción,45.5,14.1,22.7,99.7,716,8370.3660623015,14.6,⚠️  Precisión aceptable,Sincelejo,2023
1,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",42.8,10.6,18.8,99.1,1174,12914.5897669965,13.4,⚠️  Precisión aceptable,Sincelejo,2023
0,Transporte y almacenamiento,39.9,8.4,12.5,98.8,1337,15533.299684705,14.3,⚠️  Precisión aceptable,Sincelejo,2023
4,Alojamiento y servicios de comida,39.8,6.7,14.8,97.8,704,7784.57831054925,22.2,❌ No confiable,Sincelejo,2023
0,"Administración pública y defensa, educación y atención de la salud humana",94.8,92.7,92.1,99.6,2536,21785.71332293525,0.9,✅ Precisión alta,Tunja,2023
1,Construcción,65.9,39.2,62.8,95.7,696,6250.703493864917,7.5,⚠️  Precisión aceptable,Tunja,2023
2,"Actividades profesionales, científicas, técnicas y de servicios administrativos",65.8,47.5,53.6,96.4,939,8129.320620516167,5.4,✅ Precisión alta,Tunja,2023
4,Transporte y almacenamiento,65.1,44.7,56.5,94.0,636,5508.7910886075,7.0,✅ Precisión alta,Tunja,2023
3,Comercio y reparación de vehículos,63.3,41.9,52.8,95.2,1786,15037.77730428325,4.4,✅ Precisión alta,Tunja,2023
5,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",54.3,29.3,39.3,94.4,684,5584.6771487535,9.4,⚠️  Precisión aceptable,Tunja,2023
0,"Administración pública y defensa, educación y atención de la salud humana",87.5,87.0,75.9,99.5,1369,29698.824327752918,1.7,✅ Precisión alta,Valledupar,2023
2,"Actividades profesionales, científicas, técnicas y de servicios administrativos",56.6,34.2,39.2,96.4,598,12943.077649791834,9.0,⚠️  Precisión aceptable,Valledupar,2023
1,Comercio y reparación de vehículos,55.1,28.3,42.4,94.6,1954,43761.900573741914,5.7,✅ Precisión alta,Valledupar,2023
3,Industrias manufactureras,52.9,26.4,35.9,96.2,561,12613.237761009666,11.1,⚠️  Precisión aceptable,Valledupar,2023
5,Construcción,49.4,21.6,32.4,94.1,687,15930.356181519084,11.5,⚠️  Precisión aceptable,Valledupar,2023
4,Transporte y almacenamiento,42.8,9.9,23.6,95.1,941,21566.630301188834,15.5,⚠️⚠️ Precisión baja,Valledupar,2023
7,Alojamiento y servicios de comida,41.8,11.2,21.1,92.9,630,13106.728208451,17.7,⚠️⚠️ Precisión baja,Valledupar,2023
6,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",41.4,10.1,21.2,92.7,1045,22283.287897726415,14.6,⚠️  Precisión aceptable,Valledupar,2023
2,"Administración pública y defensa, educación y atención de la salud humana",91.4,86.3,88.7,99.1,1554,34756.08379673675,1.6,✅ Precisión alta,Villavicencio,2023
8,"Suministro de electricidad, gas, agua y gestión de desechos^",76.0,65.7,68.1,94.2,334,8054.6690808765,6.3,✅ Precisión alta,Villavicencio,2023
0,Industrias manufactureras,62.2,38.0,58.8,89.7,711,16629.54050882075,7.6,⚠️  Precisión aceptable,Villavicencio,2023
4,Transporte y almacenamiento,62.1,32.5,59.6,94.2,785,18565.89697278,8.1,⚠️  Precisión aceptable,Villavicencio,2023
3,Comercio y reparación de vehículos,62.1,36.9,56.1,93.2,2500,58116.24058646283,4.1,✅ Precisión alta,Villavicencio,2023
1,"Actividades profesionales, científicas, técnicas y de servicios administrativos",61.5,38.7,52.3,93.6,941,21277.425422400083,6.5,✅ Precisión alta,Villavicencio,2023
7,Construcción,58.2,29.4,56.5,88.7,902,22437.143293801335,8.2,⚠️  Precisión aceptable,Villavicencio,2023
5,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",52.8,21.0,44.1,93.2,949,21159.24699251225,10.0,⚠️  Precisión aceptable,Villavicencio,2023
6,Alojamiento y servicios de comida,47.2,14.9,39.9,86.9,1088,24560.726236278,11.5,⚠️  Precisión aceptable,Villavicencio,2023
6,"Administración pública y defensa, educación y atención de la salud humana",93.1,88.8,91.4,99.1,426,12778.477877295,2.7,✅ Precisión alta,Yopal,2023
5,Construcción,67.0,36.6,69.8,94.6,210,6784.045896459166,14.4,⚠️  Precisión aceptable,Yopal,2023
4,Transporte y almacenamiento,66.8,45.3,58.4,96.6,188,6084.928082850834,12.7,⚠️  Precisión aceptable,Yopal,2023
0,"Actividades profesionales, científicas, técnicas y de servicios administrativos",62.8,41.5,51.7,95.2,314,9317.4092896775,10.6,⚠️  Precisión aceptable,Yopal,2023
3,Industrias manufactureras,62.3,38.5,61.1,87.2,163,5251.825954263333,15.7,⚠️⚠️ Precisión baja,Yopal,2023
1,Comercio y reparación de vehículos,59.6,35.4,55.6,87.7,540,16691.117697624166,9.2,⚠️  Precisión aceptable,Yopal,2023
7,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",49.8,21.7,41.2,86.6,207,6272.485326751666,20.9,❌ No confiable,Yopal,2023
2,Alojamiento y servicios de comida,45.8,16.8,38.2,82.4,321,9695.008981635001,19.6,⚠️⚠️ Precisión baja,Yopal,2023
