index,Rama,ICF,Cotiza_pension_%,Ingreso_SML_%,Afiliado_salud_%,n_muestra,poblacion_estimada,CV_%,Clasificacion_Precision,Ciudad,Año
4,Alojamiento y servicios de comida,40.8,9.5,27.9,85.0,644,12413.289659143333,19.2,⚠️⚠️ Precisión baja,Valledupar,2022
0,"Administración pública y defensa, educación y atención de la salud humana",93.6,88.0,93.0,99.7,1533,33566.33118378284,1.5,✅ Precisión alta,Villavicencio,2022
7,"Suministro de electricidad, gas, agua y gestión de desechos^",81.0,72.4,75.6,95.0,330,7858.0279485995,5.4,✅ Precisión alta,Villavicencio,2022
8,Transporte y almacenamiento,67.1,33.1,75.7,92.6,668,14934.040593894166,8.7,⚠️  Precisión aceptable,Villavicencio,2022
6,Industrias manufactureras,65.1,35.8,67.4,92.2,697,15402.4877893835,8.0,⚠️  Precisión aceptable,Villavicencio,2022
2,"Actividades profesionales, científicas, técnicas y de servicios administrativos",63.2,37.3,56.5,95.9,857,18401.853816663333,7.0,⚠️  Precisión aceptable,Villavicencio,2022
4,Comercio y reparación de vehículos,61.9,32.8,61.0,91.9,2490,53861.15808208025,4.5,✅ Precisión alta,Villavicencio,2022
5,Construcción,61.3,28.4,67.2,88.1,994,22246.9842251585,8.0,⚠️  Precisión aceptable,Villavicencio,2022
1,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",53.4,19.4,50.3,90.6,842,18385.68371915008,11.1,⚠️  Precisión aceptable,Villavicencio,2022
3,Alojamiento y servicios de comida,50.6,16.7,49.8,85.4,876,18225.431194550332,11.9,⚠️  Precisión aceptable,Villavicencio,2022
