index,Rama,Mediana_COP,Costo_efectivo_COP,Mediana_SMMLV,Costo_SMMLV,n_muestra,poblacion_estimada,Ciudad,Año
12,Actividades financieras y de seguros,2000000,3080000,1.72,2.66,297,23358.817114999918,Cali A.M.,2023
6,"Administración pública y defensa, educación y atención de la salud humana",1920000,2956800,1.66,2.55,1970,152831.8747346495,Cali A.M.,2023
8,Información y comunicaciones,1600000,2464000,1.38,2.12,240,20771.01221604825,Cali A.M.,2023
3,"Actividades profesionales, científicas, técnicas y de servicios administrativos",1300000,2002000,1.12,1.73,1147,90656.977160914,Cali A.M.,2023
4,Actividades inmobiliarias,1300000,2002000,1.12,1.73,254,20774.473668250834,Cali A.M.,2023
10,"Agricultura, ganadería, caza, silvicultura y pesca",1300000,2002000,1.12,1.73,124,7913.851921785,Cali A.M.,2023
11,"Suministro de electricidad, gas, agua y gestión de desechos^",1200000,1848000,1.03,1.59,244,17920.437648702333,Cali A.M.,2023
1,Industrias manufactureras,1200000,1848000,1.03,1.59,2367,170716.45813035333,Cali A.M.,2023
5,Construcción,1200000,1848000,1.03,1.59,948,75697.76103237826,Cali A.M.,2023
7,Transporte y almacenamiento,1160000,1786400,1.0,1.54,1203,85260.76006443825,Cali A.M.,2023
0,Comercio y reparación de vehículos,1160000,1786400,1.0,1.54,2990,230275.26473518976,Cali A.M.,2023
2,Alojamiento y servicios de comida,1000000,1540000,0.86,1.33,1095,87479.40086200234,Cali A.M.,2023
9,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",1000000,1540000,0.86,1.33,1593,124398.03430334391,Cali A.M.,2023
4,"Administración pública y defensa, educación y atención de la salud humana",1800000,2772000,1.55,2.39,1621,52497.186618867,Cartagena,2023
3,Actividades financieras y de seguros,1500000,2310000,1.29,1.99,193,6194.094318864167,Cartagena,2023
12,Actividades inmobiliarias,1290000,1986600,1.11,1.71,211,6796.150737685,Cartagena,2023
9,"Suministro de electricidad, gas, agua y gestión de desechos^",1260000,1940400,1.09,1.67,268,8613.035910035,Cartagena,2023
7,"Actividades profesionales, científicas, técnicas y de servicios administrativos",1160000,1786400,1.0,1.54,1147,37171.823462017,Cartagena,2023
8,Industrias manufactureras,1160000,1786400,1.0,1.54,1024,32277.472682435,Cartagena,2023
1,Transporte y almacenamiento,1000000,1540000,0.86,1.33,1881,59461.111956821,Cartagena,2023
5,Comercio y reparación de vehículos,1000000,1540000,0.86,1.33,2630,83231.49205090167,Cartagena,2023
6,Alojamiento y servicios de comida,1000000,1540000,0.86,1.33,1436,44847.85145774417,Cartagena,2023
2,Construcción,900000,1386000,0.78,1.19,1154,35168.37011215583,Cartagena,2023
0,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",750000,1155000,0.65,1.0,1541,47870.98632028242,Cartagena,2023
9,"Administración pública y defensa, educación y atención de la salud humana",2000000,3080000,1.72,2.66,1285,48576.486844018335,Cúcuta A.M.,2023
10,Actividades financieras y de seguros,1400000,2156000,1.21,1.86,143,5182.972020878334,Cúcuta A.M.,2023
0,Comercio y reparación de vehículos,1160000,1786400,1.0,1.54,2927,109560.67409098583,Cúcuta A.M.,2023
5,"Suministro de electricidad, gas, agua y gestión de desechos^",1160000,1786400,1.0,1.54,302,11515.296895564166,Cúcuta A.M.,2023
2,Industrias manufactureras,1160000,1786400,1.0,1.54,1487,57406.0861396675,Cúcuta A.M.,2023
6,Construcción,1100000,1694000,0.95,1.46,829,33437.9424371075,Cúcuta A.M.,2023
4,Transporte y almacenamiento,1000000,1540000,0.86,1.33,821,32441.657568229166,Cúcuta A.M.,2023
8,"Agricultura, ganadería, caza, silvicultura y pesca",1000000,1540000,0.86,1.33,118,5034.829977720833,Cúcuta A.M.,2023
1,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",950000,1463000,0.82,1.26,998,35681.65146482916,Cúcuta A.M.,2023
3,"Actividades profesionales, científicas, técnicas y de servicios administrativos",900000,1386000,0.78,1.19,897,33426.25414233417,Cúcuta A.M.,2023
7,Alojamiento y servicios de comida,800000,1232000,0.69,1.06,927,33986.960633413335,Cúcuta A.M.,2023
1,"Administración pública y defensa, educación y atención de la salud humana",2400000,3696000,2.07,3.19,1542,12296.425805979334,Florencia,2023
2,Comercio y reparación de vehículos,1100000,1694000,0.95,1.46,1947,15546.051437997834,Florencia,2023
3,"Actividades profesionales, científicas, técnicas y de servicios administrativos",1000000,1540000,0.86,1.33,720,5349.728682918417,Florencia,2023
7,Construcción,1000000,1540000,0.86,1.33,602,5023.550297263583,Florencia,2023
4,Transporte y almacenamiento,900000,1386000,0.78,1.19,659,5445.444075489917,Florencia,2023
5,Alojamiento y servicios de comida,900000,1386000,0.78,1.19,687,5011.21121389975,Florencia,2023
0,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",800000,1232000,0.69,1.06,918,6760.846413618333,Florencia,2023
5,"Administración pública y defensa, educación y atención de la salud humana",2300000,3542000,1.98,3.05,1187,34275.583138735834,Ibagué,2023
0,Construcción,1200000,1848000,1.03,1.59,579,16720.942085441668,Ibagué,2023
1,Transporte y almacenamiento,1160000,1786400,1.0,1.54,522,14641.436900759,Ibagué,2023
3,Comercio y reparación de vehículos,1160000,1786400,1.0,1.54,1527,42367.29016765317,Ibagué,2023
6,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",1160000,1786400,1.0,1.54,572,15735.4017451825,Ibagué,2023
7,Industrias manufactureras,1160000,1786400,1.0,1.54,686,19122.3676935675,Ibagué,2023
10,"Actividades profesionales, científicas, técnicas y de servicios administrativos",1160000,1786400,1.0,1.54,701,19971.1246434125,Ibagué,2023
2,Alojamiento y servicios de comida,1000000,1540000,0.86,1.33,528,14747.085559314,Ibagué,2023
0,"Administración pública y defensa, educación y atención de la salud humana",2200000,3388000,1.9,2.92,2233,36263.579061485914,Manizales A.M.,2023
1,Información y comunicaciones,1800000,2772000,1.55,2.39,384,6424.183074019833,Manizales A.M.,2023
5,Construcción,1200000,1848000,1.03,1.59,975,16336.280431458334,Manizales A.M.,2023
4,Comercio y reparación de vehículos,1160000,1786400,1.0,1.54,2438,39147.433983960414,Manizales A.M.,2023
3,Alojamiento y servicios de comida,1160000,1786400,1.0,1.54,924,15123.776538451,Manizales A.M.,2023
2,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",1160000,1786400,1.0,1.54,1269,19637.349505495833,Manizales A.M.,2023
6,"Actividades profesionales, científicas, técnicas y de servicios administrativos",1160000,1786400,1.0,1.54,1868,29854.12110435925,Manizales A.M.,2023
8,Industrias manufactureras,1160000,1786400,1.0,1.54,2072,32941.94583541125,Manizales A.M.,2023
9,Transporte y almacenamiento,1160000,1786400,1.0,1.54,801,12720.30862363425,Manizales A.M.,2023
6,Actividades financieras y de seguros,2500000,3850000,2.16,3.32,414,56390.8709763,Medellín A.M.,2023
11,Información y comunicaciones,2300000,3542000,1.98,3.05,410,51710.639856303336,Medellín A.M.,2023
1,"Administración pública y defensa, educación y atención de la salud humana",2200000,3388000,1.9,2.92,1950,242507.43446503166,Medellín A.M.,2023
2,"Actividades profesionales, científicas, técnicas y de servicios administrativos",1500000,2310000,1.29,1.99,1809,217781.10478085416,Medellín A.M.,2023
10,"Suministro de electricidad, gas, agua y gestión de desechos^",1500000,2310000,1.29,1.99,269,32746.868807364168,Medellín A.M.,2023
7,Actividades inmobiliarias,1500000,2310000,1.29,1.99,315,38584.712215663334,Medellín A.M.,2023
9,Construcción,1300000,2002000,1.12,1.73,1196,138927.29892043083,Medellín A.M.,2023
0,Industrias manufactureras,1300000,2002000,1.12,1.73,2638,336966.416936615,Medellín A.M.,2023
5,Transporte y almacenamiento,1300000,2002000,1.12,1.73,1289,154687.94305465667,Medellín A.M.,2023
12,"Agricultura, ganadería, caza, silvicultura y pesca",1200000,1848000,1.03,1.59,94,11622.832597489167,Medellín A.M.,2023
3,Comercio y reparación de vehículos,1200000,1848000,1.03,1.59,3344,399108.24718357,Medellín A.M.,2023
4,Alojamiento y servicios de comida,1160000,1786400,1.0,1.54,1122,134410.8499017125,Medellín A.M.,2023
8,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",1160000,1786400,1.0,1.54,1517,179179.04131682834,Medellín A.M.,2023
3,"Administración pública y defensa, educación y atención de la salud humana",2200000,3388000,1.9,2.92,1482,31277.31613686992,Montería,2023
4,"Actividades profesionales, científicas, técnicas y de servicios administrativos",1160000,1786400,1.0,1.54,602,13530.073972286333,Montería,2023
1,Comercio y reparación de vehículos,1000000,1540000,0.86,1.33,1840,38807.410181533836,Montería,2023
6,Industrias manufactureras,1000000,1540000,0.86,1.33,533,10750.361629616333,Montería,2023
0,Construcción,900000,1386000,0.78,1.19,563,11641.221347508,Montería,2023
2,Transporte y almacenamiento,700000,1078000,0.6,0.93,906,19175.188615640665,Montería,2023
7,Alojamiento y servicios de comida,700000,1078000,0.6,0.93,729,14041.761638558084,Montería,2023
9,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",660000,1016400,0.57,0.88,1144,22650.821333999418,Montería,2023
1,"Administración pública y defensa, educación y atención de la salud humana",2000000,3080000,1.72,2.66,1539,24628.28407181075,Neiva,2023
7,"Suministro de electricidad, gas, agua y gestión de desechos^",1700000,2618000,1.47,2.26,305,5339.04126701275,Neiva,2023
8,Industrias manufactureras,1160000,1786400,1.0,1.54,645,10300.4466252895,Neiva,2023
0,Comercio y reparación de vehículos,1160000,1786400,1.0,1.54,1886,30272.009156321583,Neiva,2023
2,Construcción,1160000,1786400,1.0,1.54,772,12593.00472767375,Neiva,2023
5,"Actividades profesionales, científicas, técnicas y de servicios administrativos",1150000,1771000,0.99,1.53,988,15479.880212868084,Neiva,2023
6,Transporte y almacenamiento,1000000,1540000,0.86,1.33,686,11142.546320916917,Neiva,2023
4,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",950000,1463000,0.82,1.26,724,11302.949236952833,Neiva,2023
3,Alojamiento y servicios de comida,900000,1386000,0.78,1.19,706,11097.174383940583,Neiva,2023
6,"Administración pública y defensa, educación y atención de la salud humana",2200000,3388000,1.9,2.92,2271,31066.518725857084,Pasto,2023
1,Comercio y reparación de vehículos,1000000,1540000,0.86,1.33,2918,38610.319832071415,Pasto,2023
8,Construcción,1000000,1540000,0.86,1.33,562,7913.5519542415,Pasto,2023
3,"Actividades profesionales, científicas, técnicas y de servicios administrativos",940000,1447600,0.81,1.25,1114,14924.349748106,Pasto,2023
2,Industrias manufactureras,900000,1386000,0.78,1.19,843,11342.195389793333,Pasto,2023
0,Alojamiento y servicios de comida,850000,1309000,0.73,1.13,866,11049.586654696333,Pasto,2023
4,Transporte y almacenamiento,800000,1232000,0.69,1.06,1085,14754.588039659666,Pasto,2023
5,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",650000,1001000,0.56,0.86,1193,15203.519051250083,Pasto,2023
6,"Administración pública y defensa, educación y atención de la salud humana",2080000,3203200,1.79,2.76,1862,40042.855690996665,Pereira A.M.,2023
11,Actividades financieras y de seguros,2000000,3080000,1.72,2.66,235,5066.764994237583,Pereira A.M.,2023
12,Información y comunicaciones,1500000,2310000,1.29,1.99,325,6880.184155723,Pereira A.M.,2023
0,Industrias manufactureras,1200000,1848000,1.03,1.59,1569,37183.2479477755,Pereira A.M.,2023
8,Construcción,1200000,1848000,1.03,1.59,1080,24756.5988886555,Pereira A.M.,2023
10,"Actividades profesionales, científicas, técnicas y de servicios administrativos",1200000,1848000,1.03,1.59,1510,32733.220247523415,Pereira A.M.,2023
3,Transporte y almacenamiento,1200000,1848000,1.03,1.59,838,20258.798276739668,Pereira A.M.,2023
1,Comercio y reparación de vehículos,1160000,1786400,1.0,1.54,2695,61614.51088520617,Pereira A.M.,2023
4,"Agricultura, ganadería, caza, silvicultura y pesca",1160000,1786400,1.0,1.54,231,5914.582893161083,Pereira A.M.,2023
2,Alojamiento y servicios de comida,1100000,1694000,0.95,1.46,1024,23849.21644277175,Pereira A.M.,2023
7,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",1100000,1694000,0.95,1.46,1252,27085.521800351835,Pereira A.M.,2023
3,"Administración pública y defensa, educación y atención de la salud humana",2400000,3696000,2.07,3.19,2238,28587.9845383145,Popayán,2023
2,Comercio y reparación de vehículos,1000000,1540000,0.86,1.33,2197,26351.88745601925,Popayán,2023
6,"Actividades profesionales, científicas, técnicas y de servicios administrativos",1000000,1540000,0.86,1.33,887,10594.1473608045,Popayán,2023
10,Construcción,960000,1478400,0.83,1.27,730,9313.492039286333,Popayán,2023
7,Industrias manufactureras,850000,1309000,0.73,1.13,573,6975.290897534834,Popayán,2023
4,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",760000,1170400,0.66,1.01,1065,12527.902869106667,Popayán,2023
5,Transporte y almacenamiento,720000,1108800,0.62,0.96,927,11512.425021936584,Popayán,2023
0,Alojamiento y servicios de comida,600000,924000,0.52,0.8,1080,12714.0106849535,Popayán,2023
5,"Administración pública y defensa, educación y atención de la salud humana",2300000,3542000,1.98,3.05,1805,8366.413372649416,Quibdó,2023
2,Comercio y reparación de vehículos,1000000,1540000,0.86,1.33,1471,6638.328785214,Quibdó,2023
5,"Administración pública y defensa, educación y atención de la salud humana",2000000,3080000,1.72,2.66,1522,10525.323049805,Riohacha,2023
2,Comercio y reparación de vehículos,850000,1309000,0.73,1.13,1800,12571.152589629666,Riohacha,2023
4,Transporte y almacenamiento,800000,1232000,0.69,1.06,1038,7346.425925796833,Riohacha,2023
1,Alojamiento y servicios de comida,600000,924000,0.52,0.8,781,5271.989287037167,Riohacha,2023
6,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",600000,924000,0.52,0.8,1095,7415.150959939583,Riohacha,2023
3,Alojamiento y servicios de comida,1300000,2002000,1.12,1.73,1127,5183.289546114416,San Andrés,2023
4,Comercio y reparación de vehículos,1100000,1694000,0.95,1.46,573,5372.4343489725,San José del Guaviare,2023
5,"Administración pública y defensa, educación y atención de la salud humana",1900000,2926000,1.64,2.52,1375,27708.39444979192,Santa Marta,2023
1,"Suministro de electricidad, gas, agua y gestión de desechos^",1160000,1786400,1.0,1.54,266,5487.95814203075,Santa Marta,2023
3,Industrias manufactureras,1160000,1786400,1.0,1.54,621,12498.825752673083,Santa Marta,2023
0,Alojamiento y servicios de comida,1000000,1540000,0.86,1.33,1163,23298.688107326834,Santa Marta,2023
4,Comercio y reparación de vehículos,1000000,1540000,0.86,1.33,2296,46193.3648952385,Santa Marta,2023
6,Construcción,1000000,1540000,0.86,1.33,840,17311.456888776167,Santa Marta,2023
8,Transporte y almacenamiento,1000000,1540000,0.86,1.33,1192,24925.944547229832,Santa Marta,2023
7,"Actividades profesionales, científicas, técnicas y de servicios administrativos",1000000,1540000,0.86,1.33,907,17991.492340322082,Santa Marta,2023
2,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",800000,1232000,0.69,1.06,1182,23013.519390538833,Santa Marta,2023
3,"Administración pública y defensa, educación y atención de la salud humana",2000000,3080000,1.72,2.66,1670,18613.110562060585,Sincelejo,2023
2,Comercio y reparación de vehículos,900000,1386000,0.78,1.19,2189,24558.70692465925,Sincelejo,2023
8,Construcción,800000,1232000,0.69,1.06,716,8370.3660623015,Sincelejo,2023
0,Transporte y almacenamiento,750000,1155000,0.65,1.0,1337,15533.299684705,Sincelejo,2023
6,Industrias manufactureras,650000,1001000,0.56,0.86,592,6370.623884143667,Sincelejo,2023
7,"Actividades profesionales, científicas, técnicas y de servicios administrativos",600000,924000,0.52,0.8,660,7209.78209785975,Sincelejo,2023
1,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",600000,924000,0.52,0.8,1174,12914.5897669965,Sincelejo,2023
5,Alojamiento y servicios de comida,550000,847000,0.47,0.73,704,7784.57831054925,Sincelejo,2023
1,"Administración pública y defensa, educación y atención de la salud humana",2500000,3850000,2.16,3.32,2536,21785.71332293525,Tunja,2023
2,Construcción,1160000,1786400,1.0,1.54,696,6250.703493864917,Tunja,2023
3,"Actividades profesionales, científicas, técnicas y de servicios administrativos",1160000,1786400,1.0,1.54,939,8129.320620516167,Tunja,2023
6,Transporte y almacenamiento,1160000,1786400,1.0,1.54,636,5508.7910886075,Tunja,2023
5,Comercio y reparación de vehículos,1160000,1786400,1.0,1.54,1786,15037.77730428325,Tunja,2023
10,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",900000,1386000,0.78,1.19,684,5584.6771487535,Tunja,2023
0,"Administración pública y defensa, educación y atención de la salud humana",1600000,2464000,1.38,2.12,1369,29698.824327752918,Valledupar,2023
3,Industrias manufactureras,1000000,1540000,0.86,1.33,561,12613.237761009666,Valledupar,2023
1,Comercio y reparación de vehículos,1000000,1540000,0.86,1.33,1954,43761.900573741914,Valledupar,2023
5,Construcción,900000,1386000,0.78,1.19,687,15930.356181519084,Valledupar,2023
2,"Actividades profesionales, científicas, técnicas y de servicios administrativos",800000,1232000,0.69,1.06,598,12943.077649791834,Valledupar,2023
4,Transporte y almacenamiento,800000,1232000,0.69,1.06,941,21566.630301188834,Valledupar,2023
8,Alojamiento y servicios de comida,800000,1232000,0.69,1.06,630,13106.728208451,Valledupar,2023
6,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",600000,924000,0.52,0.8,1045,22283.287897726415,Valledupar,2023
2,"Administración pública y defensa, educación y atención de la salud humana",2200000,3388000,1.9,2.92,1554,34756.08379673675,Villavicencio,2023
9,"Suministro de electricidad, gas, agua y gestión de desechos^",1300000,2002000,1.12,1.73,334,8054.6690808765,Villavicencio,2023
8,Construcción,1200000,1848000,1.03,1.59,902,22437.143293801335,Villavicencio,2023
4,Transporte y almacenamiento,1200000,1848000,1.03,1.59,785,18565.89697278,Villavicencio,2023
0,Industrias manufactureras,1160000,1786400,1.0,1.54,711,16629.54050882075,Villavicencio,2023
3,Comercio y reparación de vehículos,1160000,1786400,1.0,1.54,2500,58116.24058646283,Villavicencio,2023
1,"Actividades profesionales, científicas, técnicas y de servicios administrativos",1160000,1786400,1.0,1.54,941,21277.425422400083,Villavicencio,2023
7,Alojamiento y servicios de comida,1000000,1540000,0.86,1.33,1088,24560.726236278,Villavicencio,2023
5,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",1000000,1540000,0.86,1.33,949,21159.24699251225,Villavicencio,2023
7,"Administración pública y defensa, educación y atención de la salud humana",2500000,3850000,2.16,3.32,426,12778.477877295,Yopal,2023
4,Industrias manufactureras,1300000,2002000,1.12,1.73,163,5251.825954263333,Yopal,2023
6,Construcción,1240000,1909600,1.07,1.65,210,6784.045896459166,Yopal,2023
1,Comercio y reparación de vehículos,1200000,1848000,1.03,1.59,540,16691.117697624166,Yopal,2023
5,Transporte y almacenamiento,1200000,1848000,1.03,1.59,188,6084.928082850834,Yopal,2023
0,"Actividades profesionales, científicas, técnicas y de servicios administrativos",1160000,1786400,1.0,1.54,314,9317.4092896775,Yopal,2023
3,Alojamiento y servicios de comida,1000000,1540000,0.86,1.33,321,9695.008981635001,Yopal,2023
8,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",1000000,1540000,0.86,1.33,207,6272.485326751666,Yopal,2023
