index,Rama,ICE,Ocupados_M,Ciudad,Año
2,Comercio y reparación de vehículos,61.42280805467918,0.032748554143964666,Pasto,2022
4,Industrias manufactureras,57.70646887920851,0.009389771642925834,Pasto,2022
11,"Agricultura, ganadería, caza, silvicultura y pesca",54.179758139706735,0.0015218074557677502,Pasto,2022
8,Alojamiento y servicios de comida,53.21733786626217,0.009402590936186082,Pasto,2022
6,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",52.42108448334988,0.012693597912932,Pasto,2022
1,Transporte y almacenamiento,48.40984443336007,0.012519789596137835,Pasto,2022
6,Actividades financieras y de seguros,91.1783345490255,0.005351586841787166,Pereira A.M.,2022
7,"Administración pública y defensa, educación y atención de la salud humana",90.1012773846184,0.03527334461134492,Pereira A.M.,2022
9,Información y comunicaciones,89.93045568925217,0.00561947355799975,Pereira A.M.,2022
11,Actividades inmobiliarias,84.04118278232437,0.0035078434861910836,Pereira A.M.,2022
5,Industrias manufactureras,77.73682152488959,0.03609419664364817,Pereira A.M.,2022
3,"Actividades profesionales, científicas, técnicas y de servicios administrativos",76.79863181761424,0.0273194709543145,Pereira A.M.,2022
10,"Suministro de electricidad, gas, agua y gestión de desechos^",76.38264218555929,0.003951600292435416,Pereira A.M.,2022
8,Transporte y almacenamiento,69.66087165162115,0.017627965247583918,Pereira A.M.,2022
0,Comercio y reparación de vehículos,69.66052605842272,0.05889764157374133,Pereira A.M.,2022
1,Construcción,68.46193230888133,0.023219474870013832,Pereira A.M.,2022
12,"Agricultura, ganadería, caza, silvicultura y pesca",67.01437519912744,0.004698182658587249,Pereira A.M.,2022
4,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",61.44427976685617,0.026013395151057914,Pereira A.M.,2022
2,Alojamiento y servicios de comida,56.57969176754035,0.018557669292052083,Pereira A.M.,2022
6,Actividades financieras y de seguros,90.13623287922331,0.0022865528700413335,Popayán,2022
1,"Administración pública y defensa, educación y atención de la salud humana",88.64694052745129,0.026945904776931002,Popayán,2022
3,Información y comunicaciones,88.03719267025443,0.0019114839413186665,Popayán,2022
2,"Suministro de electricidad, gas, agua y gestión de desechos^",78.82513478963136,0.0015144975282129168,Popayán,2022
12,Actividades inmobiliarias,76.50912687699935,0.0009565376420055,Popayán,2022
7,"Actividades profesionales, científicas, técnicas y de servicios administrativos",69.07423148701689,0.007419167508413667,Popayán,2022
5,Comercio y reparación de vehículos,58.258601283501186,0.021947740783773255,Popayán,2022
4,Industrias manufactureras,58.15600952756298,0.006222691669407834,Popayán,2022
9,Construcción,55.185272758450246,0.008258124599355666,Popayán,2022
8,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",53.48853446874077,0.011308327955957,Popayán,2022
11,"Agricultura, ganadería, caza, silvicultura y pesca",50.30141320043402,0.0016903924077965832,Popayán,2022
10,Transporte y almacenamiento,48.45999528141458,0.00842544958243625,Popayán,2022
0,Alojamiento y servicios de comida,46.68009887078691,0.008775656392822,Popayán,2022
2,"Administración pública y defensa, educación y atención de la salud humana",93.18682035152695,0.007465105609731416,Quibdó,2022
10,Actividades financieras y de seguros,86.00363077688667,0.0003601987913529167,Quibdó,2022
5,Información y comunicaciones,85.03643180739215,0.00025880345976958335,Quibdó,2022
12,Actividades inmobiliarias,79.53517546550107,4.692657371725001e-05,Quibdó,2022
8,"Actividades profesionales, científicas, técnicas y de servicios administrativos",67.61222031528908,0.0012518324041490832,Quibdó,2022
7,Comercio y reparación de vehículos,61.29386494839386,0.0057491394338645,Quibdó,2022
9,"Suministro de electricidad, gas, agua y gestión de desechos^",57.47835298764568,0.0015516082038454168,Quibdó,2022
3,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",55.708674784288746,0.004515766356725501,Quibdó,2022
4,Industrias manufactureras,54.597926088775885,0.0011144091008416666,Quibdó,2022
0,Construcción,54.523588672543276,0.0025758628350899997,Quibdó,2022
6,Alojamiento y servicios de comida,52.365808256947666,0.0015618520551373336,Quibdó,2022
1,Transporte y almacenamiento,48.14552397195081,0.00323133099139575,Quibdó,2022
11,"Agricultura, ganadería, caza, silvicultura y pesca",46.98569844059842,0.0003568797401288334,Quibdó,2022
9,"Administración pública y defensa, educación y atención de la salud humana",91.98401310256304,0.0094023566430325,Riohacha,2022
11,Actividades financieras y de seguros,85.15989855299007,0.0007422680026084167,Riohacha,2022
12,Información y comunicaciones,80.6239638088175,0.0004447313956351667,Riohacha,2022
2,"Suministro de electricidad, gas, agua y gestión de desechos^",73.02542883939849,0.0021434360245959996,Riohacha,2022
8,"Actividades profesionales, científicas, técnicas y de servicios administrativos",68.04029199285635,0.00262218590548275,Riohacha,2022
10,Actividades inmobiliarias,58.69152575112992,0.00019698902532383334,Riohacha,2022
0,Construcción,51.15466960904923,0.0038164585870013334,Riohacha,2022
