index,RAMA,Hombres,Mujeres,Total,Dist_%,Dist_H_%,Dist_M_%,Total_miles,Hombres_miles,Mujeres_miles,n_muestra,poblacion_estimada,Ciudad,Año
12,Actividades inmobiliarias,183078.87919186175,92185.46860848066,275264.3478003424,1.2080265328727737,1.3709265845293634,0.9773802928550328,275.2643478003424,183.07887919186174,92.18546860848066,3846,275264.3478003424,Todas (Panorama Nacional),2023
0,Comercio y reparación de vehículos,4098.212054866083,2969.6273850760836,7067.839439942167,57.033104759416865,68.37659673907707,46.40817148417778,7.0678394399421665,4.098212054866083,2.9696273850760835,426,7067.839439942167,Arauca,2023
1,"Administración pública y defensa, educación y atención de la salud humana",1895.37676106275,3429.3047212848332,5324.681482347583,42.96689524058313,31.623403260922917,53.591828515822215,5.324681482347583,1.8953767610627499,3.4293047212848333,337,5324.681482347583,Arauca,2023
0,Comercio y reparación de vehículos,16092.642088756416,11919.671726487333,28012.31381524375,24.122181498532328,25.621214779781315,22.356251055540604,28.01231381524375,16.092642088756417,11.919671726487334,2024,28012.31381524375,Armenia,2023
1,"Administración pública y defensa, educación y atención de la salud humana",8707.149113018084,13105.582719874417,21812.731832892503,18.783549253454208,13.862716657327843,24.580517336194315,21.812731832892503,8.707149113018083,13.105582719874418,1538,21812.7318328925,Armenia,2023
2,"Actividades profesionales, científicas, técnicas y de servicios administrativos",4943.209648503167,7532.046457963416,12475.256106466582,10.742789546970597,7.870120730161226,14.126926096634095,12.475256106466583,4.943209648503167,7.532046457963416,917,12475.256106466582,Armenia,2023
3,Industrias manufactureras,7448.46554728175,4210.251116816917,11658.716664098667,10.039644752883982,11.858757220484138,7.896646244482396,11.658716664098668,7.44846554728175,4.2102511168169166,824,11658.716664098667,Armenia,2023
4,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",4033.1604397129167,7618.2264947665,11651.386934479417,10.0333329191177,6.42122463777402,14.288563311395986,11.651386934479417,4.033160439712916,7.6182264947665,871,11651.386934479417,Armenia,2023
5,Construcción,10199.512236716833,984.21291045025,11183.725147167082,9.63061636425256,16.238719050895384,1.845966182880303,11.183725147167083,10.199512236716833,0.98421291045025,784,11183.725147167082,Armenia,2023
6,Alojamiento y servicios de comida,3773.446582584417,7256.5553837854995,11030.001966369917,9.498241063440993,6.007732280330499,13.610221630336088,11.030001966369916,3.7734465825844166,7.2565553837855,817,11030.001966369917,Armenia,2023
7,Transporte y almacenamiento,7612.246847760834,690.4055575615834,8302.652405322417,7.149644601347638,12.119514643245584,1.294908142536223,8.302652405322416,7.612246847760834,0.6904055575615834,594,8302.652405322417,Armenia,2023
0,Comercio y reparación de vehículos,117153.35760967666,92337.676433785,209491.03404346167,23.063185342771796,22.746555816044236,23.477823626906442,209.49103404346167,117.15335760967666,92.337676433785,2973,209491.03404346167,Barranquilla A.M.,2023
1,"Administración pública y defensa, educación y atención de la salud humana",42703.84800693666,71496.47864980166,114200.32665673833,12.572486989314385,8.291400964247062,18.178730292056137,114.20032665673833,42.70384800693666,71.49647864980166,1610,114200.32665673834,Barranquilla A.M.,2023
2,Industrias manufactureras,72089.193447405,36034.941939945835,108124.13538735083,11.903549886283319,13.996874660206625,9.16226229580881,108.12413538735083,72.08919344740501,36.03494193994583,1522,108124.13538735083,Barranquilla A.M.,2023
3,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",32591.10731123,72829.34549120917,105420.45280243916,11.605897374095587,6.327906059948448,18.51762567939196,105.42045280243916,32.59110731123,72.82934549120917,1550,105420.45280243916,Barranquilla A.M.,2023
4,Transporte y almacenamiento,82650.62796629,5903.803222660834,88554.43118895084,9.749091500549817,16.047488186638503,1.501103949577814,88.55443118895084,82.65062796629,5.903803222660834,1204,88554.43118895084,Barranquilla A.M.,2023
5,"Actividades profesionales, científicas, técnicas y de servicios administrativos",36475.122523375,42722.449998573335,79197.57252194834,8.71898075309688,7.082028439503055,10.862631427541965,79.19757252194835,36.475122523375,42.72244999857333,1162,79197.57252194833,Barranquilla A.M.,2023
6,Alojamiento y servicios de comida,29333.764988593335,43936.25264207083,73270.01763066417,8.066407254133775,5.695458809049528,11.171253492581066,73.27001763066417,29.333764988593334,43.93625264207083,1059,73270.01763066417,Barranquilla A.M.,2023
7,Construcción,59811.42197578667,4593.99299048,64405.41496626667,7.0904897158365845,11.613016273439106,1.1680709471943205,64.40541496626666,59.811421975786665,4.59399299048,944,64405.41496626667,Barranquilla A.M.,2023
8,Actividades financieras y de seguros,8262.276878683333,9953.858400438334,18216.135279121667,2.0054419325851778,1.6042079034110313,2.530872997440801,18.216135279121666,8.262276878683332,9.953858400438333,254,18216.135279121667,Barranquilla A.M.,2023
9,Información y comunicaciones,10847.640252775833,7166.703350220833,18014.343602996665,1.9832263812211326,2.1061833780660915,1.8222095653825752,18.014343602996664,10.847640252775832,7.166703350220834,242,18014.343602996665,Barranquilla A.M.,2023
10,"Suministro de electricidad, gas, agua y gestión de desechos^",12858.835943134167,2551.1433709216667,15409.979314055834,1.6965079707163793,2.4966781616654035,0.648654984863098,15.409979314055834,12.858835943134167,2.551143370921667,229,15409.979314055834,Barranquilla A.M.,2023
11,Actividades inmobiliarias,10260.589726838334,3770.7813343466664,14031.371061185,1.5447348993951573,1.9922013477809224,0.9587607412550208,14.031371061185,10.260589726838335,3.7707813343466663,192,14031.371061185,Barranquilla A.M.,2023
0,Comercio y reparación de vehículos,413482.3660025,326095.68500043335,739578.0510029334,18.26449163451581,19.155595218398055,17.24716105608107,739.5780510029334,413.4823660025,326.0956850004334,2353,739578.0510029333,Bogotá D.C.,2023
1,"Administración pública y defensa, educación y atención de la salud humana",266427.15047474165,420758.50380866666,687185.6542834083,16.97061806660999,12.342897954817554,22.253866011425846,687.1856542834083,266.42715047474167,420.75850380866666,2131,687185.6542834083,Bogotá D.C.,2023
2,"Actividades profesionales, científicas, técnicas y de servicios administrativos",270166.70814534166,298045.38061728334,568212.088762625,14.032467469474103,12.516142230568446,15.763583874225251,568.2120887626251,270.16670814534166,298.04538061728334,1785,568212.088762625,Bogotá D.C.,2023
3,Industrias manufactureras,252445.56109418333,209808.86063905,462254.4217332333,11.415755250328672,11.695166180248458,11.096765081174729,462.2544217332333,252.44556109418332,209.80886063904998,1506,462254.4217332333,Bogotá D.C.,2023
4,Transporte y almacenamiento,279217.3162319833,44548.24877021667,323765.56500219996,7.995658396713982,12.935434077677158,2.3561514507782313,323.76556500219993,279.2173162319833,44.54824877021667,1036,323765.5650022,Bogotá D.C.,2023
5,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",104993.33764356667,212139.483105125,317132.8207486917,7.831857291789623,4.864076540852042,11.220031419498902,317.1328207486917,104.99333764356668,212.13948310512498,1028,317132.8207486917,Bogotá D.C.,2023
6,Alojamiento y servicios de comida,102676.98348143333,121597.75939158333,224274.74287301666,5.538650260756793,4.756765694343029,6.431290681698057,224.27474287301666,102.67698348143333,121.59775939158332,743,224274.74287301666,Bogotá D.C.,2023
7,Construcción,178234.01893970833,33788.464626283334,212022.48356599166,5.236070583988925,8.25713259301777,1.7870677781168194,212.02248356599165,178.23401893970833,33.788464626283336,669,212022.48356599166,Bogotá D.C.,2023
8,Información y comunicaciones,102157.50239249166,62632.280292108335,164789.78268459998,4.069619972111121,4.732699445618606,3.31261367505114,164.78978268459997,102.15750239249166,62.632280292108334,488,164789.7826846,Bogotá D.C.,2023
9,Actividades financieras y de seguros,69029.61452809167,94715.259821175,163744.87434926667,4.043815096582906,3.1979679490713244,5.009478554131124,163.74487434926667,69.02961452809167,94.715259821175,504,163744.87434926667,Bogotá D.C.,2023
10,Actividades inmobiliarias,53013.61161583333,31564.371241599998,84577.98285743332,2.0887232365386756,2.4559869263496683,1.6694357499305308,84.57798285743333,53.013611615833334,31.564371241599996,268,84577.98285743334,Bogotá D.C.,2023
11,"Suministro de electricidad, gas, agua y gestión de desechos^",55025.33503624167,25827.760292566665,80853.09532880833,1.996734058366305,2.549184998870324,1.366027095645748,80.85309532880832,55.02533503624167,25.827760292566666,247,80853.09532880834,Bogotá D.C.,2023
12,"Agricultura, ganadería, caza, silvicultura y pesca",11676.65958535,9198.878669141666,20875.538254491665,0.5155386822230958,0.5409501901675775,0.4865275722425586,20.875538254491666,11.67665958535,9.198878669141667,70,20875.53825449167,Bogotá D.C.,2023
0,Comercio y reparación de vehículos,70224.11074043,61247.169574433334,131471.28031486334,22.135577074826955,21.69017113690966,22.66931950968637,131.47128031486335,70.22411074042999,61.247169574433336,2781,131471.28031486334,Bucaramanga A.M.,2023
1,"Administración pública y defensa, educación y atención de la salud humana",29882.279740290833,57639.67255931,87521.95229960083,14.735909745667227,9.229761042096861,21.3340822565316,87.52195229960083,29.882279740290834,57.63967255931,1835,87521.95229960083,Bucaramanga A.M.,2023
2,Industrias manufactureras,42182.102631155,29508.920390223335,71691.02302137834,12.070485370358913,13.028816105145555,10.922090757172121,71.69102302137834,42.182102631155004,29.508920390223334,1622,71691.02302137834,Bucaramanga A.M.,2023
3,Transporte y almacenamiento,54454.53218389583,4879.149429071666,59333.6816129675,9.989902580484733,16.819410168323383,1.805911981103215,59.333681612967496,54.454532183895836,4.879149429071666,1161,59333.6816129675,Bucaramanga A.M.,2023
4,"Actividades profesionales, científicas, técnicas y de servicios administrativos",25862.831070963333,30645.792838518333,56508.62390948167,9.514252823468757,7.988271066723719,11.342879586292428,56.50862390948167,25.862831070963335,30.645792838518332,1272,56508.62390948167,Bucaramanga A.M.,2023
5,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",16312.284807298332,33544.27373742083,49856.55854471916,8.394256842324877,5.038387035075836,12.415689808323844,49.856558544719164,16.312284807298333,33.54427373742083,1062,49856.55854471917,Bucaramanga A.M.,2023
6,Alojamiento y servicios de comida,15615.441069908333,27469.641812475835,43085.082882384166,7.254155969533836,4.823152413230053,10.167295752448922,43.085082882384164,15.615441069908332,27.469641812475835,927,43085.082882384166,Bucaramanga A.M.,2023
7,Construcción,33705.73067552583,3424.0904702975,37129.821145823335,6.2514795305830315,10.410713057642692,1.2673532742915241,37.129821145823335,33.705730675525835,3.4240904702974997,657,37129.821145823335,Bucaramanga A.M.,2023
8,Actividades financieras y de seguros,5115.741993404166,8201.017537225833,13316.759530629999,2.242118250246259,1.580102875768111,3.0354298516599445,13.31675953063,5.115741993404166,8.201017537225832,289,13316.75953063,Bucaramanga A.M.,2023
9,"Suministro de electricidad, gas, agua y gestión de desechos^",9487.852250645,2899.3150333866665,12387.167284031668,2.085604517562904,2.930519687160989,1.0731189589292536,12.387167284031667,9.487852250645,2.8993150333866664,259,12387.167284031666,Bucaramanga A.M.,2023
10,Actividades inmobiliarias,7456.538779644166,3638.0220970666664,11094.560876710833,1.8679707599229038,2.3031064475462397,1.3465354542053798,11.094560876710833,7.456538779644166,3.6380220970666666,211,11094.560876710833,Bucaramanga A.M.,2023
11,Información y comunicaciones,6627.5163713,4243.5767273825,10871.0930986825,1.8303459021407342,2.047045705391972,1.5706684466454088,10.8710930986825,6.6275163713000005,4.2435767273825,242,10871.0930986825,Bucaramanga A.M.,2023
12,"Agricultura, ganadería, caza, silvicultura y pesca",6833.096087896667,2835.838160245,9668.934248141668,1.6279406328788697,2.110543258984942,1.0496243627099868,9.668934248141667,6.833096087896667,2.835838160245,177,9668.934248141666,Bucaramanga A.M.,2023
0,Comercio y reparación de vehículos,123894.65973332826,106380.6050018615,230275.26473518976,20.781932219083412,21.338171543128666,20.1695934426991,230.27526473518975,123.89465973332825,106.38060500186151,2990,230275.26473518976,Cali A.M.,2023
1,Industrias manufactureras,100246.87562131042,70469.58250904291,170716.45813035333,15.406856075605374,17.26535294801557,13.36092071726104,170.71645813035335,100.24687562131042,70.46958250904291,2367,170716.45813035333,Cali A.M.,2023
2,"Administración pública y defensa, educación y atención de la salud humana",54991.23828203516,97840.63645261433,152831.8747346495,13.79280430012059,9.471049667167186,18.550428993984614,152.8318747346495,54.99123828203516,97.84063645261433,1970,152831.8747346495,Cali A.M.,2023
3,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",35527.975465271,88870.05883807292,124398.03430334391,11.226700879281376,6.1189242271601,16.849621751646485,124.39803430334392,35.527975465271005,88.87005883807292,1593,124398.03430334391,Cali A.M.,2023
4,"Actividades profesionales, científicas, técnicas y de servicios administrativos",38981.01020356683,51675.96695734717,90656.977160914,8.18163060939996,6.713634667050981,9.797681111794827,90.656977160914,38.98101020356683,51.67596695734717,1147,90656.977160914,Cali A.M.,2023
5,Alojamiento y servicios de comida,26947.113723418668,60532.28713858367,87479.40086200234,7.8948600118679675,4.641056656196021,11.476825326577076,87.47940086200234,26.947113723418667,60.53228713858367,1095,87479.40086200234,Cali A.M.,2023
6,Transporte y almacenamiento,75482.02546680333,9778.734597634917,85260.76006443825,7.694631634206596,13.000143923073257,1.8540325204476955,85.26076006443824,75.48202546680334,9.778734597634918,1203,85260.76006443825,Cali A.M.,2023
7,Construcción,67686.46763096942,8011.293401408833,75697.76103237826,6.831588015848481,11.657527939999872,1.5189284818766227,75.69776103237825,67.68646763096942,8.011293401408834,948,75697.76103237826,Cali A.M.,2023
8,Actividades financieras y de seguros,10052.8633088075,13305.953806192416,23358.817114999918,2.108091611837416,1.7313879568713515,2.5227876701165544,23.35881711499992,10.0528633088075,13.305953806192417,297,23358.817114999918,Cali A.M.,2023
9,Actividades inmobiliarias,14236.320282868333,6538.1533853825,20774.473668250834,1.8748592218847469,2.451897805705414,1.2396234787992062,20.774473668250835,14.236320282868334,6.5381533853825005,254,20774.473668250834,Cali A.M.,2023
10,Información y comunicaciones,14439.33644564325,6331.675770405,20771.01221604825,1.874546831992865,2.486862942351684,1.2004756515327464,20.77101221604825,14.43933644564325,6.331675770405,240,20771.01221604825,Cali A.M.,2023
11,"Suministro de electricidad, gas, agua y gestión de desechos^",12382.46594538125,5537.971703321084,17920.437648702333,1.6172875579142931,2.132611551120938,1.0499906233020908,17.920437648702332,12.382465945381249,5.537971703321084,244,17920.437648702333,Cali A.M.,2023
12,"Agricultura, ganadería, caza, silvicultura y pesca",5756.184922331667,2157.666999453333,7913.851921785,0.7142110309569256,0.9913781721589647,0.4090902299619434,7.913851921785,5.756184922331666,2.1576669994533333,124,7913.851921785,Cali A.M.,2023
0,Comercio y reparación de vehículos,43637.5518997,39593.94015120167,83231.49205090167,20.097934788821874,18.62344209165181,22.01933836319871,83.23149205090166,43.6375518997,39.59394015120167,2630,83231.49205090167,Cartagena,2023
1,Transporte y almacenamiento,56026.137883476,3434.974073345,59461.111956821005,14.358093566893817,23.910588222044325,1.9102886982442175,59.46111195682101,56.026137883476004,3.434974073345,1881,59461.111956821,Cartagena,2023
2,"Administración pública y defensa, educación y atención de la salud humana",19462.679499571666,33034.50711929533,52497.186618866996,12.676512306391741,8.306196585953384,18.371447427143323,52.497186618867,19.462679499571667,33.034507119295334,1621,52497.186618867,Cartagena,2023
3,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",12762.495863011667,35108.49045727075,47870.98632028242,11.559422252736095,5.446721740854064,19.524849708000463,47.87098632028242,12.762495863011667,35.108490457270754,1541,47870.98632028242,Cartagena,2023
4,Alojamiento y servicios de comida,17880.2054774375,26967.64598030667,44847.85145774417,10.829424918458468,7.630835296656088,14.997490005583746,44.84785145774417,17.8802054774375,26.967645980306667,1436,44847.85145774417,Cartagena,2023
5,"Actividades profesionales, científicas, técnicas y de servicios administrativos",16908.135136888333,20263.688325128667,37171.823462017,8.975892003285592,7.215979400572832,11.269224735236802,37.171823462016995,16.908135136888333,20.263688325128665,1147,37171.823462017,Cartagena,2023
6,Construcción,33079.444377994165,2088.9257341616667,35168.37011215583,8.492117487344782,14.117499492491614,1.1617121807136697,35.168370112155834,33.079444377994164,2.0889257341616667,1154,35168.37011215583,Cartagena,2023
7,Industrias manufactureras,21184.453093034168,11093.019589400834,32277.472682435,7.794051567918882,9.041007532417238,6.169149897075735,32.277472682435,21.18445309303417,11.093019589400834,1024,32277.472682435,Cartagena,2023
8,"Suministro de electricidad, gas, agua y gestión de desechos^",6605.758016525833,2007.2778935091667,8613.035910035,2.079792513485155,2.819176295109243,1.1163054486964379,8.613035910035,6.605758016525833,2.007277893509167,268,8613.035910035,Cartagena,2023
9,Actividades inmobiliarias,4426.000135608333,2370.150602076667,6796.150737685,1.64106867455246,1.888908832754926,1.3181094854304705,6.796150737685,4.426000135608333,2.370150602076667,211,6796.150737685,Cartagena,2023
10,Actividades financieras y de seguros,2342.3188339533335,3851.7754849108333,6194.094318864167,1.4956899201111398,0.9996445094944748,2.14208405067641,6.194094318864167,2.3423188339533336,3.851775484910833,193,6194.094318864167,Cartagena,2023
0,Comercio y reparación de vehículos,63104.98335287583,46455.69073811,109560.67409098583,26.968727396185717,27.15313298672112,26.722207934751825,109.56067409098583,63.104983352875834,46.45569073811,2927,109560.67409098583,Cúcuta A.M.,2023
1,Industrias manufactureras,36336.26593538667,21069.820204280833,57406.0861396675,14.130700644438848,15.634953196441264,12.119766334347995,57.4060861396675,36.33626593538667,21.069820204280834,1487,57406.0861396675,Cúcuta A.M.,2023
2,"Administración pública y defensa, educación y atención de la salud humana",17221.6503573225,31354.836486695833,48576.486844018335,11.957265163162383,7.410219249853912,18.035905764076414,48.57648684401833,17.221650357322503,31.354836486695834,1285,48576.486844018335,Cúcuta A.M.,2023
3,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",12209.632666115,23472.018798714165,35681.65146482916,8.783158185039511,5.253622802626512,13.501557226294757,35.681651464829166,12.209632666115,23.472018798714167,998,35681.65146482916,Cúcuta A.M.,2023
4,Alojamiento y servicios de comida,11972.186997229166,22014.773636184167,33986.960633413335,8.366004352859601,5.151453473330839,12.663321745854628,33.98696063341333,11.972186997229166,22.014773636184167,927,33986.960633413335,Cúcuta A.M.,2023
5,Construcción,31915.5015484425,1522.440888665,33437.9424371075,8.230861682420922,13.732764226191177,0.8757373176221042,33.4379424371075,31.9155015484425,1.522440888665,829,33437.9424371075,Cúcuta A.M.,2023
6,"Actividades profesionales, científicas, técnicas y de servicios administrativos",12573.052258026666,20853.2018843075,33426.25414233416,8.227984569459691,5.409996831821271,11.995163305163985,33.42625414233416,12.573052258026665,20.8532018843075,897,33426.25414233417,Cúcuta A.M.,2023
7,Transporte y almacenamiento,30261.229433254168,2180.428134975,32441.657568229166,7.985622820387168,13.020955612143167,1.2542242529134666,32.44165756822917,30.26122943325417,2.180428134975,821,32441.657568229166,Cúcuta A.M.,2023
8,"Suministro de electricidad, gas, agua y gestión de desechos^",9546.208388724166,1969.08850684,11515.296895564166,2.8345289533789444,4.1075910669132165,1.1326576289294712,11.515296895564166,9.546208388724166,1.9690885068400001,302,11515.296895564166,Cúcuta A.M.,2023
9,Actividades financieras y de seguros,2634.8477717916667,2548.1242490866666,5182.972020878333,1.275805946730898,1.133735691635588,1.4657301386720805,5.182972020878333,2.6348477717916667,2.5481242490866665,143,5182.972020878334,Cúcuta A.M.,2023
10,"Agricultura, ganadería, caza, silvicultura y pesca",4628.5008287733335,406.3291489475,5034.829977720834,1.2393402859363074,1.9915748623219278,0.23372835137328937,5.034829977720834,4.628500828773333,0.4063291489475,118,5034.829977720833,Cúcuta A.M.,2023
0,Comercio y reparación de vehículos,9038.96455650175,6507.086881496083,15546.051437997834,28.044628837120722,29.48667124787212,26.2606494735987,15.546051437997834,9.038964556501751,6.507086881496083,1947,15546.051437997834,Florencia,2023
1,"Administración pública y defensa, educación y atención de la salud humana",6080.767754270917,6215.658051708417,12296.425805979334,22.182397834410892,19.836519834108216,25.08453019243192,12.296425805979334,6.080767754270917,6.215658051708417,1542,12296.425805979334,Florencia,2023
2,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",2125.28554391025,4635.560869708083,6760.846413618334,12.196372117441296,6.933050323342585,18.70773225098633,6.760846413618334,2.12528554391025,4.635560869708083,918,6760.846413618333,Florencia,2023
3,Transporte y almacenamiento,5036.808747105917,408.635328384,5445.444075489917,9.823424202569141,16.430944356064426,1.6491295285662277,5.445444075489917,5.036808747105917,0.40863532838399996,659,5445.444075489917,Florencia,2023
4,"Actividades profesionales, científicas, técnicas y de servicios administrativos",2117.1319044818333,3232.5967784365835,5349.728682918417,9.65075639239414,6.906451736325615,13.045790295102059,5.349728682918417,2.1171319044818335,3.2325967784365837,720,5349.728682918417,Florencia,2023
5,Construcción,4858.9721320135,164.57816525008332,5023.550297263584,9.062339983451707,15.850810451092693,0.6641880748404515,5.023550297263584,4.8589721320135,0.1645781652500833,602,5023.550297263583,Florencia,2023
6,Alojamiento y servicios de comida,1396.4775196188334,3614.7336942809166,5011.21121389975,9.040080632612097,4.555552051194333,14.587980184474317,5.01121121389975,1.3964775196188335,3.6147336942809165,687,5011.21121389975,Florencia,2023
0,Comercio y reparación de vehículos,23896.033248260832,18471.256919392334,42367.29016765316,23.857977392218814,24.198429980250676,23.431497209980904,42.36729016765316,23.89603324826083,18.471256919392335,1527,42367.29016765317,Ibagué,2023
1,"Administración pública y defensa, educación y atención de la salud humana",14681.463143585,19594.11999515083,34275.583138735834,19.301354521215373,14.86725240949894,24.85589204903506,34.27558313873583,14.681463143585,19.59411999515083,1187,34275.583138735834,Ibagué,2023
2,"Actividades profesionales, científicas, técnicas y de servicios administrativos",9272.018759428332,10699.105883984166,19971.1246434125,11.246191067549043,9.389353220033996,13.572225797296344,19.971124643412498,9.272018759428333,10.699105883984167,701,19971.1246434125,Ibagué,2023
3,Industrias manufactureras,11069.940948903333,8052.426744664167,19122.3676935675,10.76823687126318,11.210027545347643,10.21481188987659,19.1223676935675,11.069940948903334,8.052426744664167,686,19122.3676935675,Ibagué,2023
4,Construcción,14916.4824008225,1804.4596846191666,16720.942085441668,9.415939907236345,15.105245760997398,2.289026255776209,16.720942085441667,14.9164824008225,1.8044596846191667,579,16720.942085441668,Ibagué,2023
5,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",6152.401880128334,9582.999865054167,15735.401745182502,8.860959896384136,6.230258577225723,12.156402543755593,15.735401745182502,6.152401880128334,9.582999865054168,572,15735.4017451825,Ibagué,2023
6,Alojamiento y servicios de comida,5543.69334267,9203.392216644,14747.085559314,8.304416744213949,5.6138470260266,11.674855695404851,14.747085559314,5.54369334267,9.203392216644001,528,14747.085559314,Ibagué,2023
7,Transporte y almacenamiento,13218.311929879834,1423.1249708791665,14641.436900759,8.244923599919158,13.385585480619014,1.8052885588744416,14.641436900758999,13.218311929879833,1.4231249708791665,522,14641.436900759,Ibagué,2023
0,Comercio y reparación de vehículos,22891.804230781418,16255.629753179,39147.43398396042,18.7803434345625,20.142889486751443,17.146944094289648,39.14743398396042,22.891804230781418,16.255629753179,2438,39147.433983960414,Manizales A.M.,2023
1,"Administración pública y defensa, educación y atención de la salud humana",13955.450052747834,22308.129008738084,36263.579061485914,17.396861036157656,12.279638831280696,23.531308646238518,36.26357906148591,13.955450052747834,22.308129008738085,2233,36263.579061485914,Manizales A.M.,2023
2,Industrias manufactureras,20944.374533942333,11997.571301468917,32941.94583541125,15.803361631448395,18.429312838480914,12.655411540319431,32.94194583541125,20.944374533942334,11.997571301468918,2072,32941.94583541125,Manizales A.M.,2023
3,"Actividades profesionales, científicas, técnicas y de servicios administrativos",12970.582833802167,16883.538270557085,29854.121104359252,14.322028041649073,11.413037345860358,17.80928153721183,29.85412110435925,12.970582833802167,16.883538270557086,1868,29854.12110435925,Manizales A.M.,2023
4,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",6974.720355469333,12662.6291500265,19637.349505495833,9.420698378566826,6.137175554397918,13.356935253755095,19.637349505495834,6.9747203554693336,12.6626291500265,1269,19637.349505495833,Manizales A.M.,2023
5,Construcción,14729.508770442168,1606.7716610161667,16336.280431458334,7.837064290645807,12.960746316282165,1.694872746369308,16.336280431458334,14.729508770442168,1.6067716610161666,975,16336.280431458334,Manizales A.M.,2023
6,Alojamiento y servicios de comida,5457.016462241167,9666.760076209834,15123.776538451,7.255385309189408,4.801721979541628,10.19679933146026,15.123776538451,5.4570164622411665,9.666760076209833,924,15123.776538451,Manizales A.M.,2023
7,Transporte y almacenamiento,11529.299987443417,1191.0086361908334,12720.30862363425,6.1023607484300895,10.144827955255943,1.256312970377943,12.72030862363425,11.529299987443418,1.1910086361908334,801,12720.30862363425,Manizales A.M.,2023
8,Información y comunicaciones,4194.315333588834,2229.867740431,6424.183074019834,3.081897129350247,3.690649692148925,2.352133879977975,6.424183074019834,4.1943153335888335,2.229867740431,384,6424.183074019833,Manizales A.M.,2023
