index,RAMA,Hombres,Mujeres,Total,Dist_%,Dist_H_%,Dist_M_%,Total_miles,Hombres_miles,Mujeres_miles,Ciudad,Año
11,"Suministro de electricidad, gas, agua y gestión de desechos^",25909.74169881,9989.729189791668,35899.47088860167,1.7,2.2,1.0,36,26,10,Medellín A.M.,2025
12,"Agricultura, ganadería, caza, silvicultura y pesca",11075.066735170833,1716.7469917308333,12791.813726901666,0.6,0.9,0.2,13,11,2,Medellín A.M.,2025
0,"Administración pública y defensa, educación y atención de la salud humana",1001.8825065736,1092.8257762285334,2094.7082828021335,39.4,33.2,47.3,2,1,1,Mitú,2025
1,Comercio y reparación de vehículos,371.5673809114333,272.0555953106833,643.6229762221167,12.1,12.3,11.8,1,0,0,Mitú,2025
2,Transporte y almacenamiento,565.79312873175,46.65716398591667,612.4502927176667,11.5,18.8,2.0,1,1,0,Mitú,2025
3,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",166.45842296925,361.5787765537,528.03719952295,9.9,5.5,15.7,1,0,0,Mitú,2025
4,Alojamiento y servicios de comida,170.30670844858332,348.26903634304165,518.575744791625,9.7,5.7,15.1,1,0,0,Mitú,2025
5,Construcción,400.89548794138335,8.260833472083334,409.1563214134667,7.7,13.3,0.4,0,0,0,Mitú,2025
6,Industrias manufactureras,90.5774684565,46.352710134375,136.93017859087502,2.6,3.0,2.0,0,0,0,Mitú,2025
7,"Actividades profesionales, científicas, técnicas y de servicios administrativos",72.61507061273333,52.843244767416664,125.45831538015,2.4,2.4,2.3,0,0,0,Mitú,2025
8,"Suministro de electricidad, gas, agua y gestión de desechos^",90.6890843185,21.191912421833333,111.88099674033333,2.1,3.0,0.9,0,0,0,Mitú,2025
9,"Agricultura, ganadería, caza, silvicultura y pesca",55.56570824866667,13.716775277916668,69.28248352658333,1.3,1.8,0.6,0,0,0,Mitú,2025
10,Actividades financieras y de seguros,19.48806159775,40.160273738341665,59.64833533609166,1.1,0.6,1.7,0,0,0,Mitú,2025
11,Información y comunicaciones,4.076398112750001,4.573343719241667,8.649741831991667,0.2,0.1,0.2,0,0,0,Mitú,2025
12,Actividades inmobiliarias,3.365113529583333,0.0,3.365113529583333,0.1,0.1,0.0,0,0,0,Mitú,2025
0,"Administración pública y defensa, educación y atención de la salud humana",2456.153453631917,3297.59283772675,5753.746291358667,33.5,25.8,43.2,6,2,3,Mocoa,2025
1,Construcción,3061.4669728163335,47.74130563158334,3109.2082784479167,18.1,32.1,0.6,3,3,0,Mocoa,2025
2,Comercio y reparación de vehículos,1060.7165496974167,1244.14790391575,2304.864453613167,13.4,11.1,16.3,2,1,1,Mocoa,2025
3,"Actividades profesionales, científicas, técnicas y de servicios administrativos",494.46917225575,1369.9456340915,1864.41480634725,10.9,5.2,17.9,2,0,1,Mocoa,2025
4,Alojamiento y servicios de comida,387.83046018408334,723.6296825259167,1111.4601427100001,6.5,4.1,9.5,1,0,1,Mocoa,2025
5,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",359.8454400543333,500.36393834016667,860.2093783944999,5.0,3.8,6.6,1,0,1,Mocoa,2025
6,Transporte y almacenamiento,625.1548681501666,83.65729389,708.8121620401666,4.1,6.6,1.1,1,1,0,Mocoa,2025
7,Industrias manufactureras,267.0180474471667,144.4380038305,411.4560512776667,2.4,2.8,1.9,0,0,0,Mocoa,2025
8,Actividades financieras y de seguros,199.39915457908333,123.78337014525,323.18252472433335,1.9,2.1,1.6,0,0,0,Mocoa,2025
9,"Agricultura, ganadería, caza, silvicultura y pesca",275.5459016953333,19.170345328333333,294.71624702366665,1.7,2.9,0.3,0,0,0,Mocoa,2025
10,"Suministro de electricidad, gas, agua y gestión de desechos^",168.831391364,71.42824287466667,240.25963423866668,1.4,1.8,0.9,0,0,0,Mocoa,2025
11,Información y comunicaciones,130.55955704541665,0.0,130.55955704541665,0.8,1.4,0.0,0,0,0,Mocoa,2025
12,Actividades inmobiliarias,45.12682220233333,8.223970658666667,53.350792860999995,0.3,0.5,0.1,0,0,0,Mocoa,2025
0,Comercio y reparación de vehículos,24577.4263281355,15796.5832299175,40374.009558053,22.5,24.0,20.6,40,25,16,Montería,2025
1,"Administración pública y defensa, educación y atención de la salud humana",14693.708815126583,19400.8500834995,34094.558898626085,19.0,14.3,25.3,34,15,19,Montería,2025
2,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",6612.647576558,15014.051748287666,21626.699324845664,12.1,6.5,19.6,22,7,15,Montería,2025
3,Transporte y almacenamiento,18371.904967894417,542.6646535328333,18914.56962142725,10.6,17.9,0.7,19,18,1,Montería,2025
4,Alojamiento y servicios de comida,5667.177172658917,10029.964504106334,15697.141676765252,8.8,5.5,13.1,16,6,10,Montería,2025
5,"Actividades profesionales, científicas, técnicas y de servicios administrativos",5749.087297133334,6785.661943202416,12534.74924033575,7.0,5.6,8.9,13,6,7,Montería,2025
6,Industrias manufactureras,7450.057241241167,4881.959523931083,12332.01676517225,6.9,7.3,6.4,12,7,5,Montería,2025
7,Construcción,10074.946236882084,699.7261462965,10774.672383178584,6.0,9.8,0.9,11,10,1,Montería,2025
8,Actividades financieras y de seguros,2535.7892880699164,1233.2362175894166,3769.0255056593332,2.1,2.5,1.6,4,3,1,Montería,2025
9,"Suministro de electricidad, gas, agua y gestión de desechos^",2542.2425103499168,867.3346194184167,3409.577129768333,1.9,2.5,1.1,3,3,1,Montería,2025
10,Información y comunicaciones,1371.2451968051666,812.349726488,2183.5949232931666,1.2,1.3,1.1,2,1,1,Montería,2025
11,"Agricultura, ganadería, caza, silvicultura y pesca",1918.6127928365834,106.79244136833333,2025.4052342049167,1.1,1.9,0.1,2,2,0,Montería,2025
12,Actividades inmobiliarias,954.48796881975,443.0481829253333,1397.5361517450833,0.8,0.9,0.6,1,1,0,Montería,2025
0,Comercio y reparación de vehículos,19040.2522255715,20111.497835675,39151.7500612465,24.2,23.0,25.5,39,19,20,Pasto,2025
1,"Administración pública y defensa, educación y atención de la salud humana",12285.386242034667,18101.40472492575,30386.790966960416,18.8,14.8,22.9,30,12,18,Pasto,2025
2,Transporte y almacenamiento,15476.856971356667,1266.45491161,16743.311882966667,10.4,18.7,1.6,17,15,1,Pasto,2025
3,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",4935.871495933333,11027.845910159833,15963.717406093165,9.9,6.0,14.0,16,5,11,Pasto,2025
4,"Actividades profesionales, científicas, técnicas y de servicios administrativos",5694.364834758833,8906.9775818595,14601.342416618334,9.0,6.9,11.3,15,6,9,Pasto,2025
5,Alojamiento y servicios de comida,4093.4611094434167,9251.285482071416,13344.746591514833,8.3,4.9,11.7,13,4,9,Pasto,2025
6,Industrias manufactureras,7204.878431066333,4497.042737089417,11701.92116815575,7.2,8.7,5.7,12,7,4,Pasto,2025
7,Construcción,6613.924409601666,679.2812150068333,7293.205624608499,4.5,8.0,0.9,7,7,1,Pasto,2025
8,"Suministro de electricidad, gas, agua y gestión de desechos^",1867.9142281480833,1512.9492695640834,3380.8634977121665,2.1,2.3,1.9,3,2,2,Pasto,2025
9,Actividades financieras y de seguros,1419.0827974879167,1576.5551260815832,2995.6379235695,1.9,1.7,2.0,3,1,2,Pasto,2025
10,Información y comunicaciones,1631.706926027,570.2963116216666,2202.0032376486665,1.4,2.0,0.7,2,2,1,Pasto,2025
11,"Agricultura, ganadería, caza, silvicultura y pesca",1370.1531350996665,666.1852981900834,2036.33843328975,1.3,1.7,0.8,2,1,1,Pasto,2025
12,Actividades inmobiliarias,1184.8146230490834,723.7201156236666,1908.5347386727499,1.2,1.4,0.9,2,1,1,Pasto,2025
0,Comercio y reparación de vehículos,38381.45676848475,29853.982284587833,68235.43905307258,21.6,22.1,21.1,68,38,30,Pereira A.M.,2025
1,Industrias manufactureras,25252.83693228067,18626.85731392325,43879.694246203915,13.9,14.5,13.1,44,25,19,Pereira A.M.,2025
2,"Administración pública y defensa, educación y atención de la salud humana",15892.659862249833,26046.865189907334,41939.525052157165,13.3,9.1,18.4,42,16,26,Pereira A.M.,2025
3,"Actividades profesionales, científicas, técnicas y de servicios administrativos",12482.648344080917,18394.324830435668,30876.973174516585,9.8,7.2,13.0,31,12,18,Pereira A.M.,2025
4,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",9198.977039380834,19581.54488353,28780.521922910833,9.1,5.3,13.8,29,9,20,Pereira A.M.,2025
5,Construcción,25324.930155556667,2292.8371644878334,27617.7673200445,8.8,14.6,1.6,28,25,2,Pereira A.M.,2025
6,Alojamiento y servicios de comida,9880.8596721295,16387.684933104,26268.5446052335,8.3,5.7,11.6,26,10,16,Pereira A.M.,2025
7,Transporte y almacenamiento,19079.0213299465,2160.7086799291665,21239.730009875668,6.7,11.0,1.5,21,19,2,Pereira A.M.,2025
8,Actividades inmobiliarias,4430.2925237878335,1836.5224778058334,6266.815001593667,2.0,2.6,1.3,6,4,2,Pereira A.M.,2025
9,Actividades financieras y de seguros,2158.0450917524167,3477.9731102235,5636.018201975917,1.8,1.2,2.5,6,2,3,Pereira A.M.,2025
10,Información y comunicaciones,3842.89703444775,1456.1528320505,5299.04986649825,1.7,2.2,1.0,5,4,1,Pereira A.M.,2025
11,"Agricultura, ganadería, caza, silvicultura y pesca",4371.97591326325,773.1588649383333,5145.134778201583,1.6,2.5,0.5,5,4,1,Pereira A.M.,2025
12,"Suministro de electricidad, gas, agua y gestión de desechos^",3413.1808367080835,923.1808295175,4336.361666225584,1.4,2.0,0.7,4,3,1,Pereira A.M.,2025
0,Comercio y reparación de vehículos,13719.9791243935,12898.30303970625,26618.28216409975,21.6,20.7,22.6,27,14,13,Popayán,2025
1,"Administración pública y defensa, educación y atención de la salud humana",11405.565056550833,14744.1926246435,26149.757681194333,21.2,17.2,25.9,26,11,15,Popayán,2025
2,Alojamiento y servicios de comida,3620.899862614917,8354.0098710305,11974.909733645416,9.7,5.5,14.7,12,4,8,Popayán,2025
3,Transporte y almacenamiento,10841.259725915917,518.0043749771667,11359.264100893084,9.2,16.4,0.9,11,11,1,Popayán,2025
4,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",3815.97311327825,7473.030773196417,11289.003886474668,9.2,5.8,13.1,11,4,7,Popayán,2025
5,"Actividades profesionales, científicas, técnicas y de servicios administrativos",3758.423813796,6282.143903230916,10040.567717026915,8.2,5.7,11.0,10,4,6,Popayán,2025
6,Construcción,7537.15580668775,599.2732682609167,8136.429074948666,6.6,11.4,1.1,8,8,1,Popayán,2025
7,Industrias manufactureras,4554.282652045584,3036.2511483940834,7590.533800439667,6.2,6.9,5.3,8,5,3,Popayán,2025
8,Información y comunicaciones,1829.2506370295,621.7947332885,2451.045370318,2.0,2.8,1.1,2,2,1,Popayán,2025
9,Actividades financieras y de seguros,1183.86671880575,1139.5815664174168,2323.4482852231667,1.9,1.8,2.0,2,1,1,Popayán,2025
10,"Agricultura, ganadería, caza, silvicultura y pesca",1873.2206965470834,379.00108780016666,2252.22178434725,1.8,2.8,0.7,2,2,0,Popayán,2025
11,"Suministro de electricidad, gas, agua y gestión de desechos^",1070.118551948,542.1883742840834,1612.3069262320832,1.3,1.6,1.0,2,1,1,Popayán,2025
12,Actividades inmobiliarias,936.2580606198334,378.4883572563333,1314.7464178761666,1.1,1.4,0.7,1,1,0,Popayán,2025
0,"Administración pública y defensa, educación y atención de la salud humana",1268.1644883613333,1186.6806640890834,2454.8451524504167,31.8,29.2,35.2,2,1,1,Puerto Carreño,2025
1,Comercio y reparación de vehículos,646.3855094175,651.71092731875,1298.0964367362499,16.8,14.9,19.3,1,1,1,Puerto Carreño,2025
2,Alojamiento y servicios de comida,242.34589761516668,534.7266599054167,777.0725575205834,10.1,5.6,15.9,1,0,1,Puerto Carreño,2025
3,Construcción,629.5986734993334,28.393023426,657.9916969253334,8.5,14.5,0.8,1,1,0,Puerto Carreño,2025
4,Transporte y almacenamiento,564.6555003884166,86.23306676708333,650.8885671554999,8.4,13.0,2.6,1,1,0,Puerto Carreño,2025
5,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",144.38637415016666,386.46351356658334,530.84988771675,6.9,3.3,11.5,1,0,0,Puerto Carreño,2025
6,Industrias manufactureras,288.10948927408333,127.78255340908333,415.89204268316666,5.4,6.6,3.8,0,0,0,Puerto Carreño,2025
7,"Actividades profesionales, científicas, técnicas y de servicios administrativos",160.35102907083333,210.75947061366668,371.11049968450004,4.8,3.7,6.3,0,0,0,Puerto Carreño,2025
8,"Agricultura, ganadería, caza, silvicultura y pesca",284.5538934105,40.76547662358333,325.3193700340833,4.2,6.5,1.2,0,0,0,Puerto Carreño,2025
9,"Suministro de electricidad, gas, agua y gestión de desechos^",89.82393802816667,37.28577048033333,127.1097085085,1.6,2.1,1.1,0,0,0,Puerto Carreño,2025
10,Actividades financieras y de seguros,15.525173331416667,75.28162365933333,90.80679699075,1.2,0.4,2.2,0,0,0,Puerto Carreño,2025
11,Información y comunicaciones,12.014045926166666,0.0,12.014045926166666,0.2,0.3,0.0,0,0,0,Puerto Carreño,2025
12,Actividades inmobiliarias,0.0,3.22289811175,3.22289811175,0.0,0.0,0.1,0,0,0,Puerto Carreño,2025
0,"Administración pública y defensa, educación y atención de la salud humana",3059.0134935926667,5092.3826239745,8151.396117567167,24.2,17.4,31.6,8,3,5,Quibdó,2025
1,Comercio y reparación de vehículos,3257.783289576333,3106.158683021,6363.941972597333,18.9,18.5,19.3,6,3,3,Quibdó,2025
2,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",1128.5738117043334,3605.972735489,4734.546547193333,14.0,6.4,22.4,5,1,4,Quibdó,2025
3,Transporte y almacenamiento,3194.4217724258333,140.76705579183334,3335.1888282176665,9.9,18.1,0.9,3,3,0,Quibdó,2025
4,Construcción,2783.0657112694166,74.23593619941667,2857.3016474688334,8.5,15.8,0.5,3,3,0,Quibdó,2025
5,Alojamiento y servicios de comida,443.20041419775,1861.8705957023333,2305.0710099000835,6.8,2.5,11.6,2,0,2,Quibdó,2025
6,"Suministro de electricidad, gas, agua y gestión de desechos^",1598.01511026675,585.3433948809167,2183.3585051476666,6.5,9.1,3.6,2,2,1,Quibdó,2025
7,"Actividades profesionales, científicas, técnicas y de servicios administrativos",719.9978897726667,675.7139852386666,1395.7118750113332,4.1,4.1,4.2,1,1,1,Quibdó,2025
8,Industrias manufactureras,831.7672529431667,508.1308113445,1339.8980642876668,4.0,4.7,3.2,1,1,1,Quibdó,2025
9,Actividades financieras y de seguros,98.27321500216667,291.44785727991666,389.72107228208336,1.2,0.6,1.8,0,0,0,Quibdó,2025
10,"Agricultura, ganadería, caza, silvicultura y pesca",275.49454605541666,82.12330811833333,357.61785417375,1.1,1.6,0.5,0,0,0,Quibdó,2025
11,Información y comunicaciones,202.58054776325,74.76658460016667,277.3471323634167,0.8,1.2,0.5,0,0,0,Quibdó,2025
12,Actividades inmobiliarias,12.762281359583334,15.489731422833334,28.252012782416667,0.1,0.1,0.1,0,0,0,Quibdó,2025
0,"Administración pública y defensa, educación y atención de la salud humana",4486.91246445275,6972.755755801667,11459.668220254418,18.8,13.1,26.2,11,4,7,Riohacha,2025
1,Comercio y reparación de vehículos,6141.108726880583,4261.4913908265835,10402.600117707167,17.1,17.9,16.0,10,6,4,Riohacha,2025
2,Transporte y almacenamiento,7855.32620284175,349.5845007005833,8204.910703542333,13.5,22.9,1.3,8,8,0,Riohacha,2025
3,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",2025.2500795330834,5336.606245933417,7361.8563254665005,12.1,5.9,20.1,7,2,5,Riohacha,2025
4,Alojamiento y servicios de comida,1709.40273449675,3572.6162204153334,5282.018954912083,8.7,5.0,13.4,5,2,4,Riohacha,2025
5,Industrias manufactureras,2015.6023205801666,2937.7039564225834,4953.30627700275,8.1,5.9,11.1,5,2,3,Riohacha,2025
6,Construcción,4695.102947130166,197.44314143441667,4892.5460885645825,8.0,13.7,0.7,5,5,0,Riohacha,2025
7,"Actividades profesionales, científicas, técnicas y de servicios administrativos",1787.2444582985834,1763.4961284125834,3550.7405867111665,5.8,5.2,6.6,4,2,2,Riohacha,2025
8,"Suministro de electricidad, gas, agua y gestión de desechos^",1962.2247681584167,334.82823521291664,2297.0530033713335,3.8,5.7,1.3,2,2,0,Riohacha,2025
9,Actividades financieras y de seguros,445.5462314215,523.5610718126667,969.1073032341667,1.6,1.3,2.0,1,0,1,Riohacha,2025
10,"Agricultura, ganadería, caza, silvicultura y pesca",699.5180559895,30.772986291083335,730.2910422805834,1.2,2.0,0.1,1,1,0,Riohacha,2025
11,Información y comunicaciones,339.56019242825,251.79380365916666,591.3539960874166,1.0,1.0,0.9,1,0,0,Riohacha,2025
12,Actividades inmobiliarias,79.78968877425,31.86920643525,111.6588952095,0.2,0.2,0.1,0,0,0,Riohacha,2025
0,Alojamiento y servicios de comida,2059.584236471667,3092.3050954885834,5151.88933196025,24.6,18.6,31.2,5,2,3,San Andrés,2025
1,Comercio y reparación de vehículos,2235.3755271719165,2123.23836275275,4358.613889924667,20.8,20.2,21.4,4,2,2,San Andrés,2025
2,"Administración pública y defensa, educación y atención de la salud humana",1322.578344603,2266.1050445721667,3588.6833891751667,17.1,11.9,22.9,4,1,2,San Andrés,2025
3,Transporte y almacenamiento,1595.0095093185,163.7053868605,1758.714896179,8.4,14.4,1.7,2,2,0,San Andrés,2025
4,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",612.7774163656667,980.7627129456666,1593.5401293113332,7.6,5.5,9.9,2,1,1,San Andrés,2025
5,"Actividades profesionales, científicas, técnicas y de servicios administrativos",938.73864885825,476.1055260899167,1414.8441749481667,6.7,8.5,4.8,1,1,0,San Andrés,2025
6,Construcción,996.1148456090833,40.70302014116667,1036.81786575025,4.9,9.0,0.4,1,1,0,San Andrés,2025
7,Industrias manufactureras,556.0214498050833,239.73887798125,795.7603277863333,3.8,5.0,2.4,1,1,0,San Andrés,2025
8,"Suministro de electricidad, gas, agua y gestión de desechos^",330.14184836283334,120.79989607333333,450.9417444361667,2.1,3.0,1.2,0,0,0,San Andrés,2025
9,Actividades financieras y de seguros,49.297106160249996,242.85273130958333,292.1498374698333,1.4,0.4,2.4,0,0,0,San Andrés,2025
10,Información y comunicaciones,206.44092844083335,76.579389248,283.02031768883336,1.3,1.9,0.8,0,0,0,San Andrés,2025
11,Actividades inmobiliarias,49.880694573,89.6566662715,139.5373608445,0.7,0.5,0.9,0,0,0,San Andrés,2025
12,"Agricultura, ganadería, caza, silvicultura y pesca",118.33821715391667,0.0,118.33821715391667,0.6,1.1,0.0,0,0,0,San Andrés,2025
0,"Administración pública y defensa, educación y atención de la salud humana",2490.16452992525,2767.5680679439165,5257.732597869166,22.1,19.7,24.8,5,2,3,San José del Guaviare,2025
1,Comercio y reparación de vehículos,2515.5336969555833,2474.430287358083,4989.9639843136665,21.0,19.9,22.2,5,3,2,San José del Guaviare,2025
2,Alojamiento y servicios de comida,706.8623816763334,2011.58850162125,2718.4508832975835,11.4,5.6,18.0,3,1,2,San José del Guaviare,2025
3,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",697.1262392003333,1673.90687258525,2371.0331117855835,10.0,5.5,15.0,2,1,2,San José del Guaviare,2025
4,Construcción,2079.5285696543333,112.72745831408334,2192.2560279684167,9.2,16.5,1.0,2,2,0,San José del Guaviare,2025
5,Transporte y almacenamiento,1414.7527751163334,110.97049441566666,1525.7232695320001,6.4,11.2,1.0,2,1,0,San José del Guaviare,2025
6,Industrias manufactureras,715.5361458670833,592.73878498775,1308.2749308548332,5.5,5.7,5.3,1,1,1,San José del Guaviare,2025
7,"Agricultura, ganadería, caza, silvicultura y pesca",991.31103975525,285.5871138398333,1276.8981535950834,5.4,7.8,2.6,1,1,0,San José del Guaviare,2025
8,"Actividades profesionales, científicas, técnicas y de servicios administrativos",493.948306114,730.3284469114167,1224.2767530254166,5.1,3.9,6.5,1,0,1,San José del Guaviare,2025
9,"Suministro de electricidad, gas, agua y gestión de desechos^",334.58070463825,242.40959877150001,576.99030340975,2.4,2.6,2.2,1,0,0,San José del Guaviare,2025
10,Información y comunicaciones,147.37414520425,48.57034177391667,195.94448697816665,0.8,1.2,0.4,0,0,0,San José del Guaviare,2025
11,Actividades financieras y de seguros,19.614225223000002,119.76217942699999,139.37640464999998,0.6,0.2,1.1,0,0,0,San José del Guaviare,2025
12,Actividades inmobiliarias,24.0900047275,0.0,24.0900047275,0.1,0.2,0.0,0,0,0,San José del Guaviare,2025
0,Comercio y reparación de vehículos,24498.146208455666,17088.720825089833,41586.867033545495,19.7,19.5,20.0,42,24,17,Santa Marta,2025
1,"Administración pública y defensa, educación y atención de la salud humana",12078.331822689834,18363.159268647167,30441.491091337,14.4,9.6,21.5,30,12,18,Santa Marta,2025
2,Transporte y almacenamiento,24636.3685395395,1691.9019955275,26328.270535067,12.5,19.6,2.0,26,25,2,Santa Marta,2025
3,Alojamiento y servicios de comida,10286.166821754916,14351.376833288334,24637.54365504325,11.7,8.2,16.8,25,10,14,Santa Marta,2025
4,"Actividades profesionales, científicas, técnicas y de servicios administrativos",8994.884489987084,11174.526058805333,20169.410548792417,9.6,7.2,13.1,20,9,11,Santa Marta,2025
5,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",6999.35808438175,13005.3963062145,20004.75439059625,9.5,5.6,15.2,20,7,13,Santa Marta,2025
6,Construcción,18486.864689214668,932.9309081475,19419.79559736217,9.2,14.7,1.1,19,18,1,Santa Marta,2025
7,Industrias manufactureras,7852.9604022875,4087.70468928575,11940.66509157325,5.7,6.3,4.8,12,8,4,Santa Marta,2025
8,"Suministro de electricidad, gas, agua y gestión de desechos^",3623.9997345233332,828.1900733664166,4452.18980788975,2.1,2.9,1.0,4,4,1,Santa Marta,2025
9,Actividades inmobiliarias,2430.9801622608334,1117.0287618225,3548.008924083333,1.7,1.9,1.3,4,2,1,Santa Marta,2025
10,Actividades financieras y de seguros,1542.3493808575,1717.62525078275,3259.9746316402498,1.5,1.2,2.0,3,2,2,Santa Marta,2025
11,"Agricultura, ganadería, caza, silvicultura y pesca",2561.8067203954165,439.0351355185,3000.8418559139163,1.4,2.0,0.5,3,3,0,Santa Marta,2025
12,Información y comunicaciones,1594.2091605008334,721.8578969958334,2316.0670574966666,1.1,1.3,0.8,2,2,1,Santa Marta,2025
0,Comercio y reparación de vehículos,15495.2840512735,10931.018027049668,26426.30207832317,22.9,23.4,22.3,26,15,11,Sincelejo,2025
1,"Administración pública y defensa, educación y atención de la salud humana",7606.589205529916,11644.369464017667,19250.958669547585,16.7,11.5,23.7,19,8,12,Sincelejo,2025
2,Transporte y almacenamiento,15249.034676361833,342.9452936541667,15591.979970016,13.5,23.0,0.7,16,15,0,Sincelejo,2025
3,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",3765.9366202056667,9660.24108610125,13426.177706306917,11.7,5.7,19.7,13,4,10,Sincelejo,2025
4,Alojamiento y servicios de comida,3505.50741559325,7138.0874362765,10643.59485186975,9.2,5.3,14.5,11,4,7,Sincelejo,2025
5,Industrias manufactureras,4895.818853514416,3421.0253677865835,8316.844221301,7.2,7.4,7.0,8,5,3,Sincelejo,2025
6,Construcción,7752.410330159333,295.8659427928333,8048.276272952166,7.0,11.7,0.6,8,8,0,Sincelejo,2025
7,"Actividades profesionales, científicas, técnicas y de servicios administrativos",2656.9670084865,3933.3509044165,6590.3179129029995,5.7,4.0,8.0,7,3,4,Sincelejo,2025
8,Actividades financieras y de seguros,1184.456743727,880.6424319725834,2065.0991756995836,1.8,1.8,1.8,2,1,1,Sincelejo,2025
9,"Suministro de electricidad, gas, agua y gestión de desechos^",1531.5718187754999,245.54702985483334,1777.118848630333,1.5,2.3,0.5,2,2,0,Sincelejo,2025
10,"Agricultura, ganadería, caza, silvicultura y pesca",1357.19927672175,126.42996455841667,1483.6292412801668,1.3,2.1,0.3,1,1,0,Sincelejo,2025
11,Información y comunicaciones,726.41295968325,296.53270729375,1022.945666977,0.9,1.1,0.6,1,1,0,Sincelejo,2025
12,Actividades inmobiliarias,448.11774539183335,151.46770479041666,599.58545018225,0.5,0.7,0.3,1,0,0,Sincelejo,2025
0,Comercio y reparación de vehículos,2225319.202675163,1879083.9058718272,4104403.10854699,17.2,16.0,19.0,4104,2225,1879,Todas (Panorama Nacional),2025
1,"Agricultura, ganadería, caza, silvicultura y pesca",2809210.444400999,576892.6947763365,3386103.139177336,14.2,20.2,5.8,3386,2809,577,Todas (Panorama Nacional),2025
2,"Administración pública y defensa, educación y atención de la salud humana",1067090.6227898824,1816408.0241759801,2883498.6469658623,12.1,7.7,18.4,2883,1067,1816,Todas (Panorama Nacional),2025
3,Industrias manufactureras,1516339.537459543,1092984.5063908973,2609324.0438504405,11.0,10.9,11.0,2609,1516,1093,Todas (Panorama Nacional),2025
4,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",637512.392378439,1354007.9431892408,1991520.3355676797,8.4,4.6,13.7,1992,638,1354,Todas (Panorama Nacional),2025
5,Alojamiento y servicios de comida,590818.6890710774,1243598.2713662216,1834416.960437299,7.7,4.2,12.6,1834,591,1244,Todas (Panorama Nacional),2025
6,Transporte y almacenamiento,1635540.7576265219,184202.9183439015,1819743.6759704233,7.6,11.7,1.9,1820,1636,184,Todas (Panorama Nacional),2025
7,"Actividades profesionales, científicas, técnicas y de servicios administrativos",794618.6529594363,1017227.3554076768,1811846.008367113,7.6,5.7,10.3,1812,795,1017,Todas (Panorama Nacional),2025
8,Construcción,1494352.8991145417,110254.02750067017,1604606.9266152119,6.7,10.7,1.1,1605,1494,110,Todas (Panorama Nacional),2025
9,"Suministro de electricidad, gas, agua y gestión de desechos^",496129.7693761388,120605.91359640291,616735.6829725418,2.6,3.6,1.2,617,496,121,Todas (Panorama Nacional),2025
10,Actividades financieras y de seguros,189186.73450854616,247026.00634646558,436212.74085501174,1.8,1.4,2.5,436,189,247,Todas (Panorama Nacional),2025
11,Información y comunicaciones,264549.66755801835,141648.97722170164,406198.64477972,1.7,1.9,1.4,406,265,142,Todas (Panorama Nacional),2025
12,Actividades inmobiliarias,212953.65161325943,109006.16323825442,321959.81485151383,1.4,1.5,1.1,322,213,109,Todas (Panorama Nacional),2025
0,"Administración pública y defensa, educación y atención de la salud humana",8045.070490037833,13106.552278563,21151.622768600835,26.7,19.6,34.2,21,8,13,Tunja,2025
1,Comercio y reparación de vehículos,8901.665594000084,7991.9338120893335,16893.599406089415,21.3,21.7,20.9,17,9,8,Tunja,2025
2,"Actividades profesionales, científicas, técnicas y de servicios administrativos",2721.3663955415,4410.056885847834,7131.423281389334,9.0,6.6,11.5,7,3,4,Tunja,2025
3,Construcción,5449.5557262326665,721.3802238963333,6170.935950129,7.8,13.3,1.9,6,5,1,Tunja,2025
4,Alojamiento y servicios de comida,1973.01486614275,3884.2983748255833,5857.313240968333,7.4,4.8,10.1,6,2,4,Tunja,2025
5,Transporte y almacenamiento,4929.346217845833,395.052898875,5324.399116720833,6.7,12.0,1.0,5,5,0,Tunja,2025
6,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",1706.25037405425,3350.865308107583,5057.115682161833,6.4,4.2,8.8,5,2,3,Tunja,2025
7,Industrias manufactureras,2703.8922769743335,1436.16931224375,4140.061589218083,5.2,6.6,3.8,4,3,1,Tunja,2025
8,Actividades financieras y de seguros,765.7505271726667,1162.0620444995834,1927.8125716722502,2.4,1.9,3.0,2,1,1,Tunja,2025
9,Información y comunicaciones,1121.8236233373334,504.0172885736667,1625.8409119110001,2.0,2.7,1.3,2,1,1,Tunja,2025
10,"Suministro de electricidad, gas, agua y gestión de desechos^",1003.488048668,559.4978922219167,1562.9859408899167,2.0,2.4,1.5,2,1,1,Tunja,2025
