index,Rama,ICE,Ocupados_M,n_muestra,poblacion_estimada,Ciudad,Año
12,Actividades financieras y de seguros,89.42252603546456,0.478223448618838,1973,478223.448618838,Todas (Panorama Nacional),2026
6,Información y comunicaciones,89.2335657877768,0.438531666662307,1687,438531.666662307,Todas (Panorama Nacional),2026
11,"Administración pública y defensa, educación y atención de la salud humana",89.22281516887486,3.0424192881386585,18599,3042419.2881386583,Todas (Panorama Nacional),2026
8,Actividades inmobiliarias,83.76603126751101,0.31651002486626023,1331,316510.02486626024,Todas (Panorama Nacional),2026
4,"Actividades profesionales, científicas, técnicas y de servicios administrativos",72.62720324539966,1.908353069775601,9422,1908353.069775601,Todas (Panorama Nacional),2026
7,Industrias manufactureras,68.84414194942129,2.575071389183946,10767,2575071.389183946,Todas (Panorama Nacional),2026
3,"Suministro de electricidad, gas, agua y gestión de desechos^",67.95234958476865,0.647789221388754,2780,647789.221388754,Todas (Panorama Nacional),2026
0,Comercio y reparación de vehículos,60.1133045711127,4.103780741651749,22115,4103780.7416517497,Todas (Panorama Nacional),2026
2,Construcción,59.96875748286076,1.6712538545987874,8281,1671253.8545987871,Todas (Panorama Nacional),2026
5,Transporte y almacenamiento,56.34176398908163,1.8043641730244835,9811,1804364.1730244837,Todas (Panorama Nacional),2026
1,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",55.2956566005847,2.021870523110183,10759,2021870.5231101832,Todas (Panorama Nacional),2026
10,Alojamiento y servicios de comida,50.71067810081876,1.763051476526873,10020,1763051.4765268727,Todas (Panorama Nacional),2026
9,"Agricultura, ganadería, caza, silvicultura y pesca",50.67606485169621,3.2161673006154365,10268,3216167.3006154364,Todas (Panorama Nacional),2026
0,"Administración pública y defensa, educación y atención de la salud humana",88.32890208995852,0.006258517208973249,117,6258.51720897325,Arauca,2026
9,Comercio y reparación de vehículos,51.917273247909826,0.005922756783210001,106,5922.75678321,Arauca,2026
5,"Administración pública y defensa, educación y atención de la salud humana",90.65413654438099,0.02334822713702175,519,23348.22713702175,Armenia,2026
4,"Actividades profesionales, científicas, técnicas y de servicios administrativos",70.52835573835652,0.01099964010866775,263,10999.64010866775,Armenia,2026
1,Industrias manufactureras,70.29827247974397,0.013277683628316,297,13277.683628316001,Armenia,2026
3,Comercio y reparación de vehículos,65.22362866886085,0.02897476714702,664,28974.76714702,Armenia,2026
0,Construcción,61.99611214688501,0.011296268510835749,233,11296.26851083575,Armenia,2026
7,Transporte y almacenamiento,61.319299914210355,0.009478590824495751,206,9478.59082449575,Armenia,2026
8,"Actividades artísticas, entretenimiento, recreación y otras actividades de servicio",59.61091310812997,0.01488191991732625,340,14881.91991732625,Armenia,2026
2,Alojamiento y servicios de comida,53.68899265909545,0.01279676331364175,285,12796.76331364175,Armenia,2026
6,Información y comunicaciones,90.01081580918824,0.013183696861537501,57,13183.6968615375,Barranquilla A.M.,2026
3,Actividades financieras y de seguros,88.3304566299073,0.018629658191754998,89,18629.658191755,Barranquilla A.M.,2026
0,"Administración pública y defensa, educación y atención de la salud humana",87.82272319000526,0.1101454220275125,482,110145.4220275125,Barranquilla A.M.,2026
10,Actividades inmobiliarias,81.45709155479362,0.01548476562357,68,15484.76562357,Barranquilla A.M.,2026
12,"Suministro de electricidad, gas, agua y gestión de desechos^",79.76752099563484,0.01705905339067,74,17059.05339067,Barranquilla A.M.,2026
4,"Actividades profesionales, científicas, técnicas y de servicios administrativos",78.26550058582524,0.09189159799195999,400,91891.59799196,Barranquilla A.M.,2026
7,Industrias manufactureras,76.51698277785898,0.11469952894391,464,114699.52894391,Barranquilla A.M.,2026
5,Construcción,64.15164444536413,0.07008359440333001,281,70083.59440333,Barranquilla A.M.,2026
