Año,MES,Ciudad,Periodo_Meses,FT_Pob,Desocupados_Pob,Ocupados_Pob,SIH_Pob,Subocupados_Pob,FTP_Pob,Desocupados_Duracion_Valida_Pob,Desocupados_52_Semanas_Pob,Asalariados_Pob,Contrato_Escrito_Pob,Contrato_Indefinido_Pob,Prestaciones_Completas_Pob,Cotizantes_Pension_Pob,Proteccion_Integral_Pob,Jovenes_15_28_Validos_Pob,NINI_Pob,NINI_Desocupados_Pob,NINI_Fuera_FT_Pob,Jovenes_15_24_Validos_Pob,NINI_15_24_Pob,Sobrecalificacion_Validos_Pob,Sobrecalificados_Pob,Ingresos_Validos_Pob,Ingresos_Bajo_SMMLV_Pob,Tasa_Subocupacion_%,Tasa_Insuficiencia_Horas_%,Tasa_Subutilizacion_LU2_%,Tasa_Subutilizacion_LU3_%,Tasa_Subutilizacion_LU4_%,Desempleo_Larga_Duracion_%,Contrato_Escrito_%,Contrato_Indefinido_%,Prestaciones_Completas_%,Cotiza_Pension_%,Proteccion_Integral_%,Tasa_NINI_15_28_%,Tasa_NINI_15_24_%,NINI_Desocupados_%,NINI_Fuera_FT_%,Sobrecalificacion_%,Ingreso_Bajo_SMMLV_%,Ingreso_Real_Mediano_COP_2018,Duracion_Desempleo_Mediana_Semanas
2022,12,Todas (Panorama Nacional),12,297762191.46627396,33376031.790815987,264386159.67545804,9309464.064106448,24907645.65864591,20144602.36061241,33376031.790815987,5791204.785014258,139769829.04666808,93662923.05447957,68766705.32504113,34908472.4805124,108600868.63784193,33148827.820101924,136643766.52449554,33918117.08333528,12039594.247583691,21878522.83575159,97461270.09806201,23803373.401679527,264019204.61770943,77467431.74985868,247693678.79043376,107567393.81484942,8.364945709189232,3.1264762051433532,14.335431790290679,16.835322550726186,19.763685279952995,17.351388029920955,67.01226129653935,73.41934575866546,24.97568518085311,41.07660884032385,23.716726310821905,24.822293724796385,24.423418017977223,8.810935583677287,16.011358141119096,29.34158970065409,43.42758940806842,823045.2674897119,12.0
2023,1,Todas (Panorama Nacional),12,298419415.10298496,33237473.92873404,265181941.174251,9415953.278215833,25058748.98382516,20439067.572877727,33237473.92873404,5526274.551687462,140597582.1290475,93741350.99066515,68843712.14593765,33738440.41461566,108627140.38797478,32051088.20579986,136831009.61332637,33710534.89948021,11929360.321187224,21781174.57829299,97373762.38263859,23563341.937215284,264867832.24499843,77906261.8266621,250286161.4369668,109728934.11018634,8.39715773022923,3.1552750262466582,14.293114002730057,16.83397005817686,19.78698959185747,16.626638244340093,66.67351569717937,73.44006824991584,23.99645847653968,40.96324957384482,22.796329581529903,24.636619282970663,24.198861542004614,8.718316377916565,15.918302905054102,29.413259121100094,43.841390782534724,823045.2674897119,12.0
2023,2,Todas (Panorama Nacional),12,298606013.4282351,32872301.269692343,265733712.15854278,9431007.691480005,24978079.127046753,20329274.441212937,32872301.269692343,5204183.669007921,141039360.89165327,93829592.64741041,68973393.33295073,33166133.605629884,108750301.7495365,31505536.276722677,136714945.2828995,33476439.937845044,11779719.307269474,21696720.63057557,97288230.72634298,23378760.26757614,265439626.56382176,77964712.73186904,252225835.61238644,110926384.2483949,8.364894879469603,3.1583448649290475,14.16693136065702,16.680993836179912,19.63802244047172,15.831516103212653,66.52723895954867,73.50921109946256,23.515516091361317,40.92454091208931,22.33811616668151,24.486306064471155,24.030409529531934,8.616263044902743,15.870043019568417,29.371919234946393,43.97899365823232,823045.2674897119,12.0
2023,3,Todas (Panorama Nacional),12,299271350.62675476,32423768.77579367,266847581.8509611,9569439.63572822,25065268.355858896,20029717.603342045,32423768.77579367,4885078.12551083,141433313.69774577,94022180.84831879,69362550.20889872,32076810.258397706,109252456.07621516,30496472.567165576,136428310.28607106,33106038.77241257,11607569.785105145,21498468.987307422,97199059.42662545,23162689.97126806,266535789.60548767,78038305.91079903,253257612.33097404,112035920.98630416,8.375431962787443,3.1975795931308615,14.03181705284412,16.427595018672577,19.424590828543227,15.066348885259263,66.47810080251084,73.77253918497999,22.679812428738252,40.94189473946012,21.56243940684227,24.266252878888437,23.830158550817394,8.50818262042951,15.758070258458925,29.27873439672295,44.23792831146497,823045.2674897119,12.0
2023,4,Todas (Panorama Nacional),12,300027296.15610075,32395151.66409724,267632144.4920035,9579210.139502525,25067931.241994128,20044384.101849128,32395151.66409724,4755581.9391296925,141727984.111262,94369115.70988633,69600815.66300747,31353117.4855418,109726045.158753,29801153.21909386,136285457.59719166,32978109.842405707,11570072.462735992,21408037.37966972,97119591.17438127,23066321.303886984,267343220.39888662,78369468.4534689,254016701.28925276,113002372.51541501,8.35521686298555,3.1927795444713714,13.990181007317743,16.383684968218578,19.376517739859764,14.679918737346703,66.58467366317925,73.75380720635059,22.122037283002896,40.9988289586909,21.02700705578285,24.197820093084722,23.750430809032835,8.489586979215902,15.708233113868827,29.314178357146503,44.48619793181924,815461.1432765229,12.0
2023,5,Todas (Panorama Nacional),12,300406740.8383136,32391906.14306874,268014834.69524485,9585362.963468408,25084651.55828039,20116576.270886585,32391906.14306874,4676779.282584181,142032711.18454084,94747700.56884499,69863234.80251008,30326069.72531924,110014237.62209453,28882191.77096025,136103295.0904938,32847811.093809906,11480589.401722725,21367221.692087185,97040225.43847251,23023760.048434686,267736590.90397853,78677045.27885467,254304021.45998186,113815129.5449627,8.3502292552688,3.1907948991822024,13.973477755324526,16.382110009196627,19.37264531561951,14.438110748801748,66.70836582548988,73.73607420873131,21.351468596496098,41.047816531196816,20.334887315805776,24.134471595246616,23.725996043808344,8.435203125750474,15.699268469496142,29.385989047373627,44.75553665708469,815461.1432765229,12.0
2023,6,Todas (Panorama Nacional),12,301017215.90899813,31972721.058176465,269044494.8508216,9658654.133217422,25152974.305827256,20328197.58448486,31972721.058176465,4412143.549672382,142923195.70126462,95477662.92833006,70402349.44573559,29270339.757649265,111016500.76488377,27901014.071147356,135987216.11033523,32649651.09341723,11344376.076206742,21305275.017210495,96951349.36160024,22909047.042173073,268756523.7999061,79176323.60595426,255061973.1204647,114407496.58488159,8.355991942145716,3.208671671502461,13.830230628396901,16.275607631699405,19.281299864307947,13.799712391210612,66.80347613266056,73.73698442805711,20.47976860161284,41.26324934707905,19.52168361073141,24.009353251945722,23.629425678985665,8.342237160735987,15.66711609120974,29.460242485091232,44.85478379438687,815461.1432765229,11.0
2023,7,Todas (Panorama Nacional),12,301875208.87575626,31703982.492173422,270171226.3835829,9697883.680895215,25191121.115300912,20413492.337671034,31703982.492173422,4268977.24060068,143445975.0909863,96094739.06261945,71057863.09851311,27775740.5234403,111996276.2665758,26446088.30024979,135689940.18571287,32433704.322744504,11317652.180529984,21116052.14221452,96879144.83124042,22798105.51668823,269891640.01509726,79722450.86675835,256022576.19816574,115162857.11748336,8.344879067452307,3.2125472366585104,13.714894418543832,16.171052423997644,19.180119649867606,13.46511354418814,66.99019543885252,73.94563301973146,19.363206605011005,41.45381348181248,18.43627071688509,23.902806853886084,23.532521428013858,8.340818903037327,15.561987950848758,29.53868851302649,44.981524218530396,815461.1432765229,10.0
2023,8,Todas (Panorama Nacional),12,302608605.55283606,31436306.23843134,271172299.3144048,9730476.611438457,25243960.027850647,20436224.253331445,31436306.23843134,4184233.4153290433,144170408.14690652,96594356.53782158,71487190.11239925,26762773.191503823,112734111.66142015,25495916.97752528,135576186.85243714,32157676.16680274,11177951.750269718,20979724.416533023,96808263.64614499,22548540.01733474,270894193.67994,80376470.97076662,257034170.7967892,115989808.04180965,8.34211571139308,3.215532021523921,13.603969647413743,16.057378328229927,19.069491729728075,13.31019421809092,67.00012698819165,74.00762598838618,18.56329154886843,41.57287154567106,17.684570159186546,23.719265833758527,23.29195790532356,8.244775140663856,15.474490693094669,29.670798727318232,45.126221032109775,815461.1432765229,10.0
2023,9,Todas (Panorama Nacional),12,302985514.8896142,31095958.26476437,271889556.62484986,9665975.049320087,25187487.692637026,20421027.209766895,31095958.26476437,4084493.3579357555,144911587.74879372,97244186.40535682,72054712.94869305,25948334.775203794,113654919.65260239,24778303.874293182,135553378.59177876,31898035.04692047,11039293.062184058,20858741.984736416,96730369.14943233,22349121.2751965,271612194.09557635,81121255.40947914,257738326.2476336,116377280.90418549,8.31309962187912,3.190243286990687,13.453426421700431,15.92948155597309,18.918281654627183,13.135126189579434,67.10587325420173,74.09667931030562,17.906321487682266,41.801870238591825,17.09891131497829,23.531715238896357,23.104554931110442,8.14387157064456,15.387843668251799,29.86657343555561,45.153269441336725,852251.8551171845,10.0
2023,10,Todas (Panorama Nacional),12,303374418.09555364,31009131.074054755,272365287.0214988,9699337.743604848,25206665.045381393,20424078.07093433,31009131.074054755,4020316.175481357,145336124.4164811,97691597.58109136,72402982.04546387,24923579.618025523,114552410.92189297,23849445.889911085,135502324.32264075,32046828.791593585,10998962.84884137,21047865.94275222,96655948.80946465,22519159.750630338,272091245.32596034,81744904.04274873,258216649.3264336,117051007.36231229,8.308764200889893,3.1971508357536775,13.418556868838454,15.884326133047754,18.879811862116032,12.964943022363961,67.217698265534,74.11382743061804,17.148922690826335,42.058373948678316,16.409854043972675,23.650390465102124,23.29826568152755,8.117176516213885,15.533213948888244,30.04319523210673,45.33054226659806,852251.8551171845,10.0
2023,11,Todas (Panorama Nacional),12,304008181.03961414,30943628.9025847,273064552.1370294,9655370.340477888,25250921.736104358,20546727.60550095,30943628.9025847,3967081.204162358,145712465.57782495,98089584.8259883,72833145.68278264,23743471.010207538,115441879.0245653,22719802.455709156,135396167.07629883,31857975.37693602,11012322.029051108,20845653.34788491,96574575.63513651,22369234.620875355,272822410.15952235,82124280.95729437,258587170.56755272,117686403.84851071,8.30600072989944,3.176023193671796,13.354574572377146,15.864913805505818,18.839871226666116,12.82034895341894,67.31722261167744,74.25166067527884,16.29474246836223,42.27640611756673,15.592216057571632,23.52945143490164,23.162653807962275,8.13340751577215,15.396043919129488,30.10173574424307,45.511308078513736,856784.1051776351,10.0
